permit_number,app_year,species_code,lake_parent_name,lake_id,county,fk_PAR_ID,fk_Treatment_ID,pesticide_trade_name,supplier,,applicator_company_name,start_date,end_date,treatment_size,average_depth,rate_low,rate_high,rate_units,amount_total,amount_units,water_temp_low,water_temp_high,wind_speed_low,wind_speed_high,wind_direction,air_temp,temp_nos,grant_prgm ,PAR_comments
2021-0413,2025,CLP,Byllesby,19000600,Dakota,,,FlumigardSC,"Alligare, LLC",,PLM Lake and Land Management Corp.,5/30/2025,5/30/2025,29.06,5.5,0.0909,0.0909,gal/acre-ft,14.53,gal,63.8,63.8,8,8,NW,65,,Y,
2025-0951,2025,SSW,Middle Cullen,18037700,Crow Wing,,,Komeen Descend,SePro Corp.,,"TIGRIS Aquatic Services, LLC",6/9/2025,6/9/2025,3,10,33.4,33.4,gal/acre,100,gal,68,68,7,7,NW,55,,Y,1ppm
2023-2655,2024,SSW,Long,29016100,Hubbard,,,Komeen Descend,SePro Corp.,,PLM Lake and Land Management Corp.,6/20/2025,6/20/2025,0.5,6,3.3333,3.3333,gal/acre-ft,10,gal,70,70,3,3,SE,70,,Y,PAR 3/3
,2024,FR,Minnetonka,27013300,Hennepin,1993,2777,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,6/23/2025,6/23/2025,17,,2,2,gal/acre,34,gal,,,,,,,,Y,
2017-0653,2025,EWM,Long,62006700,Ramsey,,,ProcellaCOR EC,SePro Corp.,,"Lake Management, Inc.",7/2/2025,7/2/2025,0.61,4,16,16,PDU/acre,9.76,PDU,,,,,,82,,Y,No wind. PAR 5/7
2017-0653,2025,EWM,Long,62006700,Ramsey,,,ProcellaCOR EC,SePro Corp.,,"Lake Management, Inc.",7/2/2025,7/2/2025,0.85,4,16,16,PDU/acre,13.6,PDU,,,,,,80,,Y,No wind. PAR 6/7
2017-0653,2025,EWM,Long,62006700,Ramsey,,,ProcellaCOR EC,SePro Corp.,,"Lake Management, Inc.",7/2/2025,7/2/2025,0.97,4,16,16,PDU/acre,15.52,PDU,,,,,,80,,Y,No wind. PAR 3/7
2017-0653,2025,EWM,Long,62006700,Ramsey,,,ProcellaCOR EC,SePro Corp.,,"Lake Management, Inc.",7/2/2025,7/2/2025,1.02,4,16,16,PDU/acre,16.3,PDU,,,,,,80,,Y,No wind. PAR 4/7
2017-0653,2025,EWM,Long,62006700,Ramsey,,,ProcellaCOR EC,SePro Corp.,,"Lake Management, Inc.",7/2/2025,7/2/2025,1.09,4,16,16,PDU/acre,17.44,PDU,,,,,,80,,Y,No wind. PAR 2/7
2017-0653,2025,EWM,Long,62006700,Ramsey,,,ProcellaCOR EC,SePro Corp.,,"Lake Management, Inc.",7/2/2025,7/2/2025,1.95,4,16,16,PDU/acre,31.2,PDU,,,,,,80,,Y,No wind. PAR 7/7
2017-0653,2025,EWM,Long,62006700,Ramsey,,,ProcellaCOR EC,SePro Corp.,,"Lake Management, Inc.",7/2/2025,7/2/2025,2.3,4,16,16,PDU/acre,36.8,PDU,,,,,,80,,Y,No wind. PAR 1/7
2023-1190,2025,EWM,Mandall,13007400,Chisago,,,ProcellaCOR EC,SePro Corp. ,,Aquatic Conservation Services,7/10/2025,7/10/2025,0.5,3,,,,10,oz,77.64,77.64,3,3,S,79,,Y,"Spot treatment - rate not listed. TOC for this file in sharepoint makes it seem like there may be more sites for this treatment, but we confirmed with applicator. "
2018-1459,2025,EWM,Goose,13008300,Chisago,,,Weedar 64,Nufarm Americas Inc.,,Aquatic Conservation Services,7/10/2025,7/10/2025,5,4.9,7,7,gal/acre,,,81,81,3,3,SW,84,,Y,PAR 1/5
2018-1459,2025,EWM,Goose,13008300,Chisago,,,Weedar 64,Nufarm Americas Inc.,,Aquatic Conservation Services,7/10/2025,7/10/2025,12.8,4.9,9,9,gal/acre,,,82,82,5,5,S,83,,Y,PAR 2/5
2018-1459,2025,EWM,Goose,13008300,Chisago,,,Weedar 64,Nufarm Americas Inc.,,Aquatic Conservation Services,7/10/2025,7/10/2025,16.3,5,5,5,gal/acre,,,78,78,4.4,4.4,S,82,,Y,PAR 3/5
2018-1459,2025,EWM,Goose,13008300,Chisago,,,Weedar 64,Nufarm Americas Inc.,,Aquatic Conservation Services,7/10/2025,7/10/2025,3.6,5,9,9,gal/acre,,,82,82,6,6,SW,85,,Y,PAR 4/5
2018-1459,2025,EWM,Goose,13008300,Chisago,,,Weedar 64,Nufarm Americas Inc.,,Aquatic Conservation Services,7/10/2025,7/10/2025,13.4,5,9,9,gal/acre,,,83.8,83.8,5,5,S,85,,Y,PAR 5/5
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,10.2,4,1.42,1.42,gal/acre-ft,57.936,gal,74,74,0,0,N,75,,Y,PAR 1/16
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,10.1,7.2,2.84,2.84,gal/acre-ft,206.525,gal,77,77,0,0,N,75,,Y,PAR 2/16
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,0.9,9.5,2.84,2.84,gal/acre-ft,24.282,gal,74,74,0,0,N,75,,Y,PAR 3/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,4.9,4,2.84,2.84,gal/acre-ft,55.664,gal,74,74,0,0,N,75,,Y,PAR 4/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,3.5,4,2.84,2.84,gal/acre-ft,39.76,gal,74,74,0,0,N,75,,Y,PAR 5/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,3,4,2.84,2.84,gal/acre-ft,34.08,gal,77,77,0,0,N,75,,Y,PAR 6/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,2.2,15.7,2.84,2.84,gal/acre-ft,98.094,gal,74,74,2,2,N,75,,Y,PAR 7/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,1.8,8.5,2.84,2.84,gal/acre-ft,43.452,gal,74,74,0,0,N,75,,Y,PAR 8/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,1.4,7,2.84,2.84,gal/acre-ft,27.832,gal,77,77,0,0,N,75,,Y,PAR 9/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,1.4,4,2.84,2.84,gal/acre-ft,17.892,gal,74,74,0,0,N,75,,Y,PAR 10/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,0.9,9.5,2.84,2.84,gal/acre-ft,24.282,gal,74,74,0,0,N,75,,Y,PAR 11/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,0.7,9.5,2.84,2.84,gal/acre-ft,18.886,gal,74,74,0,0,N,75,,Y,PAR 12/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,0.6,9.4,2.84,2.84,gal/acre-ft,16.018,gal,74,74,0,0,N,75,,Y,PAR 13/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,0.4,5,2.84,2.84,gal/acre-ft,5.68,gal,74,74,0,0,N,75,,Y,PAR 14/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,0.3,4,2.84,2.84,gal/acre-ft,3.408,gal,74,74,0,0,N,75,,Y,PAR 15/16 
2017-0729,2025,EWM,Scandinavian,61004100,Pope,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,7/17/2025,7/17/2025,0.2,4,2.84,2.84,gal/acre-ft,2.272,gal,74,74,0,0,N,75,,Y,PAR 16/16 
2018-0332,2025,EWM,Bad Axe,29020800,Hubbard,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,7/24/2025,7/24/2025,2,9,18.6678,18.6678,oz/acre-ft,336.02,oz,62,62,3,3,N,62,,Y,
2022-1986,2025,EWM,Owasso,62005600,Ramsey,,,Triclopyr 3,"Alligare, LLC",,"Lake Management, Inc.",8/11/2025,8/11/2025,1.61,3,1.4,1.4,gal/acre-ft,6.7,gal,,,6,6,SW,80,,Y,"PAR 3/3, Site C"
2022-1986,2025,EWM,Owasso,62005600,Ramsey,,,Triclopyr 3,"Alligare, LLC",,"Lake Management, Inc.",8/11/2025,8/11/2025,2.8,3,1.4,1.4,gal/acre-ft,11.7,gal,,,6,6,SW,80,,Y,"PAR 2/3, Site B"
2022-1986,2025,EWM,Owasso,62005600,Ramsey,,,Triclopyr 3,"Alligare, LLC",,"Lake Management, Inc.",8/11/2025,8/11/2025,4.54,3,1.4,1.4,gal/acre-ft,19,gal,,,6,6,SW,80,,Y,"PAR 1/3, Site A"
2017-0434,2025,EWM,Sturgeon,58006700,Pine,,,ProcellaCOR EC,SePro Corp. ,,PLM Lake and Land Management Corp. ,8/20/2025,8/20/2025,5.92,7,19.124,19.124,oz/acre-ft,792.5,oz,72,72,3,3,E,65,,Y,
2025-2868,2025,FR,Byllesby,19000600,Dakota,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,8/26/2025,8/26/2025,2,3,1.5,1.5,gal/acre,3,gal,73,73,0,5,SW,61,,Y,Cidekick II surfactant used (1 gal @ .5 gal/acre)
2021-2453,2025,EWM,Crooked,18004100,Crow Wing,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,9/17/2025,9/17/2025,1.17,5.8,17.2856,17.2856,oz/acre-ft,117.3,oz,71,71,4,4,N,65,,Y,
2017-1034,2025,EWM,Granite,86021700,Wright,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,9/22/2025,9/22/2025,6.5,4.07,14.8584,14.8584,oz/acre-ft,393.08,oz,71.5,71.5,4,4,NE,66,,Y,
2017-0892,2023,CLP,Beebe,86002300,Wright,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/7/2023,5/7/2023,10.13,7.5,1,1,ppm,48.5,gal,,,0,0,,,70,Y,PAR 1/3
2017-0892,2023,CLP,Beebe,86002300,Wright,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/7/2023,5/7/2023,0.8,7,2,2,ppm,7.2,gal,,,0,0,,,70,Y,PAR 2/3
2017-0892,2023,CLP,Beebe,86002300,Wright,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/7/2023,5/7/2023,3.46,6.5,1.75,1.75,ppm,25.11,gal,,,0,0,,,70,Y,PAR 3/3
2017-1297,2022,CLP,Farquar,19002300,Dakota,1796,1650,Aquathol K,United Phosphorus Inc.,,"Midwest Aqua Care, Inc.",5/10/2022,5/10/2022,3.53,7,1.5,1.5,ppm,23.6,gal,59,59,5,5,NW,78,,Y,PAR 2/2
2017-0663,2023,CLP,Brooks,86026400,Wright,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/15/2022,5/15/2022,2,8,1.5,1.5,ppm,15.31,gal,,,4,4,W,,75,Y,PAR 1/2
2017-0663,2023,CLP,Brooks,86026400,Wright,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/15/2023,5/15/2023,3.12,7.5,1.5,1.5,ppm,22.4,gal,,,6,6,W,,75,Y,PAR 2/2
2021-0311,2021,CLP,Allie,65000600,Renville,,,Aquathol K,United Phosphorus Inc.,,PLM Lake and Land Management Corp.,5/16/2023,5/16/2023,3.762,6.1,0.6101,0.6101,gal/acre-ft,14,gal,65,65,8,8,NW,,,Y,
2017-1779,2023,CLP,Smith,21008500,Douglas,,,Aquathol K,United Phosphorus Inc. ,,Solitude Lake Management,5/30/2023,5/30/2023,23.4,10.4,6.7,6.7,gal/acre,156.2,gal,64,64,8,8,S,65,,Y,PAR 1/4
2017-1779,2023,CLP,Smith,21008500,Douglas,,,Aquathol K,United Phosphorus Inc. ,,Solitude Lake Management,5/30/2023,5/30/2023,4,9.3,9,9,gal/acre,35.8,gal,64,64,8,8,S,65,,Y,PAR 2/4
2017-1779,2023,CLP,Smith,21008500,Douglas,,,Aquathol K,United Phosphorus Inc. ,,Solitude Lake Management,5/30/2023,5/30/2023,2.7,10,9.6,9.6,gal/acre,26,gal,64,64,8,8,S,65,,Y,PAR 3/4
2017-1779,2023,CLP,Smith,21008500,Douglas,,,Aquathol K,United Phosphorus Inc. ,,Solitude Lake Management,5/30/2023,5/30/2023,12.5,10.1,6.5,6.5,gal/acre,81.1,gal,64,64,8,8,S,65,,Y,PAR 4/4
2022-1832,2023,CLP,Bass,22007400,Faribault,,,Semera,"Atticus, LLC",,PLM Lake and Land Management Corp.,5/26/2023,5/26/2023,6.67,6.4,0.7731,0.7731,lb/acre-ft,33,lbs,67.9,67.9,12,12,SW,63,,Y,
2017-0442,2023,EWM,Big,71008200,Sherburne,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp. ,7/21/2023,7/21/2023,4.5,5.5,15.7539,15.7539,oz/acre-ft,389.91,oz,77.1,77.1,6,10,N,75,,Y,
2018-0898,2023,CLP,Blue,30010700,Isanti,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/23/2023,5/23/2023,2.5,,2,2,gal/acre,5,gal,,,5,5,S,72,,Y,PAR 1/6
2018-0898,2023,CLP,Blue,30010700,Isanti,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/23/2023,5/23/2023,5,,2,2,gal/acre,10,gal,,,6,6,S,72,,Y,PAR 2/6
2018-0898,2023,CLP,Blue,30010700,Isanti,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/23/2023,5/23/2023,2.6,,2,2,gal/acre,5,gal,,,6,6,S,74,,Y,PAR 3/6
2018-0898,2023,CLP,Blue,30010700,Isanti,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/23/2023,5/23/2023,4.5,,2,2,gal/acre,9,gal,,,6,6,S,74,,Y,PAR 4/6
2018-0898,2023,CLP,Blue,30010700,Isanti,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/23/2023,5/23/2023,0.7,3,1.5,1.5,gal/acre,1,gal,,,6,6,S,74,,Y,PAR 5/6
2018-0898,2023,CLP,Blue,30010700,Isanti,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/23/2023,5/23/2023,0.7,2.5,1.25,1.25,gal/acre,0.875,gal,,,0.7,0.7,S,74,,Y,PAR 6/6
2021-0413,2023,CLP,Byllesby,19000600,Dakota,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/31/2023,5/31/2023,30.23,5.5,1.6989,1.6989,gal/acre-ft,51.3575,gal,70.7,70.7,6,10,S,77,,Y,
2017-1306,2023,CLP,Cedar,66005200,Rice,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/11/2023,5/11/2023,11.7,5,0.75,0.75,ppm,21.06,gal,,,0,0,,,58,Y,PAR 1/4
2017-1306,2023,CLP,Cedar,66005200,Rice,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/11/2023,5/11/2023,12,5,0.75,0.75,ppm,27,gal,,,0,0,,,58,Y,PAR 2/4 The rate on this seems to be different than the other PARs for this lake-treatment despite listing 0.75 ppm
2017-1306,2023,CLP,Cedar,66005200,Rice,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/11/2023,5/11/2023,10.2,6,0.75,0.75,ppm,27.54,gal,,,0,0,,,58,Y,PAR 3/4
2017-1306,2023,CLP,Cedar,66005200,Rice,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/11/2023,5/11/2023,16.1,6,0.75,0.75,ppm,16.1,gal,,,0,0,,,58,Y,PAR 4/4
2023-0468,2023,CLP,Clear,81001401,Waseca,,,Aquathol K,United Phosphorus Inc.,,Lakescapes LLC,5/9/2023,5/9/2023,74.4,7,0.75,0.75,ppm,234.36,gal,,,10,10,SE,,58,Y,
2021-2453,2023,EWM,Crooked,18004100,Crow Wing,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,10/10/2023,10/10/2023,1.8,15.2,9.3567,9.3567,oz/acre-ft,256,oz,58,58,0,5,NW,50,,Y,
2022-2614,2023,EWM,Hanks,18004400,Crow Wing,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp. ,10/11/2023,10/11/2023,0.5,5.5,13.9636,13.9636,oz/acre-ft,38.4,oz,58,58,0,5,NW,50,,Y,
2022-2615,2023,EWM,Portage,18005000,Crow Wing,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp. ,10/10/2023,10/10/2023,1.5,15,10.8089,10.8089,oz/acre-ft,243.2,oz,58,58,0,5,NW,50,,Y,
2017-0525,2023,EWM,Demontreville,82010100,Washington,,,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp. ,5/2/2023,5/2/2023,157.06,7.65,0.0014,0.0014,gal/acre-ft,1.63,gal,48,48,18,18,NNW,45,,Y,
2017-0742,2023,CLP,Diamond,27012500,Hennepin,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/15/2023,5/15/2023,45.1,5.5,2,2,gal/acre,90.2,gal,63,63,0,5,NW,64,,Y,
2017-0511,2023,CLP,East Jefferson,40009201,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,"Lake Improvement Consulting, LLC.",5/9/2023,5/9/2023,6.2,6,1,1,ppm,22.32,gal,,,4,6,NW,,68,Y,PAR 1/2
2017-0511,2023,CLP,East Jefferson,40009201,Le Sueur,,,Aquathol K,United Phosphorus Inc.,,"Lake Improvement Consulting, LLC.",5/9/2023,5/9/2023,0.38,6,1,1,ppm,1.36,gal,,,4,6,NW,,68,Y,PAR 2/2
2017-0389,2023,CLP,Sarah,27019100,Hennepin,,,Tribune,"Syngenta Crop Protection, LLC",,Aquatic Solutions of Minnesota,5/23/2023,5/23/2023,4.4,3.2,0.25,0.25,gal/acre-ft,3.52,gal,,,,,,,58,Y,"wind speed calm, rate listed as ""1 gal rate"" so calculated a placeholder rate. "
2017-2726,2023,EWM,Sarah,27019100,Hennepin,,,Tribune,"Syngenta Crop Protection, LLC",,Aquatic Solutions of Minnesota,6/23/2023,6/23/2023,2.8,4.2,0.5,0.5,gal/acre-ft,5.88,gal,,,3,3,NE,,81,Y,
2017-2726,2023,EWM,Sarah,27019100,Hennepin,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp. ,10/2/2023,10/2/2023,23.12,5,9.5429,9.5429,oz/acre-ft,1103.16,oz,68,68,10,10,S,74,,Y,
2017-2067,2023,EWM,Elmo,82010600,Washington,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,6/16/2023,6/16/2023,12,7,5.8219,5.8219,oz/acre-ft,489.04,oz,71.9,71.9,0,5,,54,,Y,"wind direction listed as ""calm"""
2018-1159,2023,CLP,Fish,33003600,Kanabec,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/21/2023,5/21/2023,17.2,4,1,1,ppm,44.4,gal,,,5,5,SW,,75,Y,
2018-0333,2023,EWM,French,86027300,Wright,,,ProcellaCOR,SePro Corp.,,PLM Lake and Land Management Corp.,9/26/2023,9/26/2023,7.8,3.5,11.6044,11.6044,oz/acre-ft,316.8,oz,67,67,0,5,NE,62,,Y,
2020-0108,2020,CLP,Jennie,47001500,Meeker,,,Aquathol K,United Phosphorus Inc.,,"Limnopro Aquatic Science, Inc.",6/2/2020,6/2/2020,1.9,4.3,3,3,ppm,,,65,65,17,17,ENE,88,,Y,"Site 2/4. Chemical herbicide $12827.10, labor $1100. Chemical herbicide treatment of same using Aquathol K at 1.5 ppm for areas greater than 2 acres and 3.0 ppm for areas less than 2 acres."
2020-0108,2020,CLP,Jennie,47001500,Meeker,,,Aquathol K,United Phosphorus Inc.,,"Limnopro Aquatic Science, Inc.",6/2/2020,6/2/2020,1.1,3.8,3,3,ppm,,,65,65,17,17,ENE,88,,Y,"Site 3/4. Chemical herbicide $12827.10, labor $1100. Chemical herbicide treatment of same using Aquathol K at 1.5 ppm for areas greater than 2 acres and 3.0 ppm for areas less than 2 acres."
2020-0108,2020,CLP,Jennie,47001500,Meeker,,,Aquathol K,United Phosphorus Inc.,,"Limnopro Aquatic Science, Inc.",6/2/2020,6/2/2020,1.6,1.7,3,3,ppm,,,65,65,17,17,ENE,88,,Y,"Site 4/4. Chemical herbicide $12827.10, labor $1100. Chemical herbicide treatment of same using Aquathol K at 1.5 ppm for areas greater than 2 acres and 3.0 ppm for areas less than 2 acres."
2018-1664,2023,CLP,West Sylvia,86027900,Wright,,,Aquathol K,United Phosphorus Inc. ,,Lake Restoration,5/26/2023,5/26/2023,0.6,5,3.2,3.2,gal/acre-ft,9.6,gal,66,66,3,3,S,60,,Y,PAR 1/11 
2018-1664,2023,CLP,West Sylvia,86027900,Wright,,,Aquathol K,United Phosphorus Inc. ,,Lake Restoration,5/26/2023,5/26/2023,0.78,3.5,3.2,3.2,gal/acre-ft,8.735,gal,65,65,3,3,S,58,,Y,PAR 2/11
2018-1664,2023,CLP,West Sylvia,86027900,Wright,,,Aquathol K,United Phosphorus Inc. ,,Lake Restoration,5/26/2023,5/26/2023,1.3,4.5,3.2,3.2,gal/acre-ft,18.72,gal,65,65,2,2,S,58,,Y,PAR 3/11
2018-1664,2023,CLP,West Sylvia,86027900,Wright,,,Aquathol K,United Phosphorus Inc. ,,Lake Restoration,5/26/2023,5/26/2023,0.89,4,3.2,3.2,gal/acre-ft,11.392,gal,66,66,4,4,S,57,,Y,PAR 4/11
2018-2165,2023,EWM,West Sylvia,86027900,Wright,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/25/2023,8/25/2023,1.79,9.5,2.84,2.84,gal/acre-ft,48.294,gal,78,78,0,0,N,70,,Y,PAR 5/11
2017-1367,2023,EWM,East Sylvia,86028900,Wright,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/25/2023,8/25/2023,1.1,9.3,2.84,2.84,gal/acre-ft,29.053,gal,78,78,3,3,NE,70,,Y,PAR 6/11
2017-1367,2023,EWM,East Sylvia,86028900,Wright,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/25/2023,8/25/2023,0.63,9,2.84,2.84,gal/acre-ft,16.103,gal,78,78,1,1,NE,72,,Y,PAR 7/11
2017-1367,2023,EWM,East Sylvia,86028900,Wright,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/25/2023,8/25/2023,0.54,6,2.84,2.84,gal/acre-ft,9.202,gal,78,78,2,2,N,74,,Y,PAR 8/11
2017-1367,2023,EWM,East Sylvia,86028900,Wright,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/25/2023,8/25/2023,0.79,8.5,2.84,2.84,gal/acre-ft,19.071,gal,78,78,1,1,N,74,,Y,PAR 9/11
2017-2060,2023,SSW,West Sylvia,86027900,Wright,,,Cutrine-Plus,Applied Biochemists,,Lake Restoration,7/21/2023,7/21/2023,1.44,3.5,2.1,2.1,gal/acre-ft,10.29,gal,73,73,3,3,S,72,,Y,PAR 10/11
2017-2060,2023,SSW,West Sylvia,86027900,Wright,,,Cutrine-Plus,Applied Biochemists,,Lake Restoration,7/21/2023,7/21/2023,0.26,3.5,2.1,2.1,gal/acre-ft,1.911,gal,74,74,3,3,S,72,,Y,PAR 11/11
2019-3016,2023,EWM,Frances,40005700,Le Sueur,,,"2,4-D Amine","Alligare, LLC",,Aquacare,8/24/2023,8/24/2023,8.1,4,1.78,1.78,gal/acre-ft,57.67,gal,74,74,4.8,4.8,NW,78,,Y,"PAR 1/3. Rate calculated based on total amount, area, and depth. "
2019-3016,2023,EWM,Frances,40005700,Le Sueur,,,"2,4-D Amine","Alligare, LLC",,Aquacare,8/24/2023,8/24/2023,2.4,10,1.78,1.78,gal/acre-ft,57.67,gal,74,74,4.8,4.8,NW,78,,Y,"PAR 2/3. Rate calculated based on total amount, area, and depth. "
2019-3016,2023,EWM,Frances,40005700,Le Sueur,,,"2,4-D Amine","Alligare, LLC",,Aquacare,8/24/2023,8/24/2023,0.5,10,1.96,1.96,gal/acre-ft,9.8,gal,74,74,4.8,4.8,NW,78,,Y,"PAR 3/3. Rate calculated based on total amount, area, and depth. "
2018-1459,2023,EWM,Goose,13008300,Chisago,,,"2,4-D Amine","Alligare, LLC",,Aquatic Conservation Services,7/6/2023,7/6/2023,12.8,4.8,9,9,gal/acre,,,76.3,76.3,2.5,2.5,NE,79,,Y,PAR 1/5
2018-1459,2023,EWM,Goose,13008300,Chisago,,,"2,4-D Amine","Alligare, LLC",,Aquatic Conservation Services,7/7/2023,7/7/2023,5,4.6,9,9,gal/acre,,,75,75,4,4,NE,78,,Y,PAR 2/5
2018-1459,2023,EWM,Goose,13008300,Chisago,,,"2,4-D Amine","Alligare, LLC",,Aquatic Conservation Services,7/7/2023,7/7/2023,16.3,4.5,9,9,gal/acre,,,74,74,4,4,E,76,,Y,PAR 3/5
2018-1459,2023,EWM,Goose,13008300,Chisago,,,"2,4-D Amine","Alligare, LLC",,Aquatic Conservation Services,7/6/2023,7/6/2023,3.6,4.8,9,9,gal/acre,,,76.7,76.7,3,3,NE,75,,Y,PAR 4/5
2018-1459,2023,EWM,Goose,13008300,Chisago,,,"2,4-D Amine","Alligare, LLC",,Aquatic Conservation Services,7/6/2023,7/6/2023,13.4,4.7,9,9,gal/acre,,,76.2,76.2,3.5,3.5,NE,77,,Y,PAR 5/5
2018-0668,2023,CLP,Grand,73005500,Stearns,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/20/2023,5/20/2023,3.8,9,1,1,ppm,21.82,gal,,,5,5,SW,,75,Y,PAR 1/5
2018-0668,2023,CLP,Grand,73005500,Stearns,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/20/2023,5/20/2023,8,9.5,0.927,0.927,ppm,44.9,gal,,,,,SW,,75,Y,"PAR 2/5. wind speed ""calm"""
2018-0668,2023,CLP,Grand,73005500,Stearns,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/20/2023,5/20/2023,4.1,9.5,1,1,ppm,24.9,gal,,,5,5,SW,,75,Y,PAR 3/5
2018-0668,2023,CLP,Grand,73005500,Stearns,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/20/2023,5/20/2023,5,6.5,1,1,ppm,20.7,gal,,,6,6,SW,,75,Y,PAR 4/5
2018-0668,2023,CLP,Grand,73005500,Stearns,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/20/2023,5/20/2023,9,9.5,0.927,0.927,ppm,50.6,gal,,,7,7,SW,,75,Y,PAR 5/5
