permit_number,app_year,species_code,lake_parent_name,lake_id,county,fk_PAR_ID,fk_Treatment_ID,pesticide_trade_name,supplier,,applicator_company_name,start_date,end_date,treatment_size,average_depth,rate_low,rate_high,rate_units,amount_total,amount_units,water_temp_low,water_temp_high,wind_speed_low,wind_speed_high,wind_direction,air_temp,temp_nos,grant_prgm ,PAR_comments
2020-0211,2021,EWM,Minnetonka,27013300,Hennepin,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,7/16/2021,7/16/2021,10.6,5,2,2,gal/acre,21.2,gal,78,78,0,5,,70,,Y,Herbicide 2/2 and Kammo Plus added as adjuvant. Wind direction = calm
2018-2174,2021,EWM,Maple,86013400,Wright,1358,1217,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,7/20/2021,7/20/2021,38.9,9,6.76,6.76,oz/acre-ft,2366,oz,82,82,0,5,,88,,Y,"wind direction listed as ""calm"""
2021-0371,2021,EWM,Twin,27004203,Hennepin,1879,2309,Captain,SePro Corp.,,"Jacobson Environmental, PLLC",7/22/2021,7/22/2021,1.72,,20,20,qts/acre-ft,5,gal,,,6,6,SE,,,Y,
2018-0333,2021,EWM,French,86027300,Wright,1366,1227,ProcellaCOR,SePro Corp.,,PLM Lake and Land Management Corp.,7/27/2021,7/27/2021,11.2,6,7.81,7.81,oz/acre-ft,525,oz,81,81,0,5,NE,82,,Y,
2018-0035,2021,EWM,Girl,11017400,Cass,1690,1377,ProcellaCOR,SePro Corp.,,PLM Lake and Land Management Corp.,8/4/2021,8/4/2021,0.27,2.5,23.7,23.7,oz/acre-ft,16,oz,76,76,0,5,N,71,,Y,
2018-0004,2021,EWM,Roosevelt,11004300,Cass,1645,1327,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,8/5/2021,8/5/2021,4.6,6.2,2,2,gal/acre-ft,9.2,gal,76,76,0,5,SW,65,,Y,Chem 1/2
2018-0004,2021,EWM,Roosevelt,11004300,Cass,1860,2253,ProcellaCOR,SePro Corp.,,PLM Lake and Land Management Corp.,8/5/2021,8/5/2021,4.6,6.2,3.37,3.37,oz/acre-ft,96,oz,76,76,0,5,SW,65,,Y,Chem 2/2
2017-0825,2021,EWM,Middle Spunk,73012800,Stearns,1686,1373,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/9/2021,8/9/2021,0.37,2.7,2.84,2.84,gal/acre-ft,2.84,gal,75.7,75.7,0,3,SW,70,,Y,"PAR 1/3, two additional sites not treated. "
2020-2645,2021,EWM,Lower Spunk,73012300,Stearns,1662,1348,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/9/2021,8/9/2021,2.08,4,2.84,2.84,gal/acre-ft,23.63,gal,76.6,76.6,4,4,SE,81,,Y,PAR 1/3
2020-2645,2021,EWM,Lower Spunk,73012300,Stearns,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/9/2021,8/9/2021,2.05,4,2.84,2.84,gal/acre-ft,23.29,gal,76.4,76.4,4,4,SE,83,,Y,PAR 2/3
2020-2645,2021,EWM,Lower Spunk,73012300,Stearns,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/9/2021,8/9/2021,1.05,4,2.84,2.84,gal/acre-ft,11.93,gal,77.2,77.2,4,4,SE,83,,Y,PAR 3/3
2017-0825,2021,EWM,Middle Spunk,73012800,Stearns,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/9/2021,8/9/2021,0.72,7.8,2.84,2.84,gal/acre-ft,15.95,gal,76.1,76.1,0,3,S,72,,Y,"PAR 2/3, two additional sites not treated. "
2017-0825,2021,EWM,Middle Spunk,73012800,Stearns,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/9/2021,8/9/2021,0.14,4.3,2.84,2.84,gal/acre-ft,1.71,gal,75.7,75.7,0,3,SW,72,,Y,"PAR 3/3, two additional sites not treated. "
2019-2394,2021,EWM,Waverly,86011400,Wright,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/13/2021,8/13/2021,0.8,3.7,10.5,10.5,gal/acre,8.4,gal,74,74,3,3,W,68,,Y,PAR 1/4
2019-2394,2021,EWM,Waverly,86011400,Wright,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/13/2021,8/13/2021,1.4,3.6,10.2,10.2,gal/acre,14.31,gal,74,74,3,3,W,68,,Y,PAR 2/4
2019-2394,2021,EWM,Waverly,86011400,Wright,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/13/2021,8/13/2021,2.2,5.5,14.2,14.2,gal/acre,31.24,gal,74,74,3,3,W,60,,Y,PAR 3/4
2019-2394,2021,EWM,Waverly,86011400,Wright,,,Platoon,Nufarm Americas Inc.,,Lake Restoration,8/13/2021,8/13/2021,8.8,5.7,14.2,14.2,gal/acre,124.96,gal,74,74,3,3,W,60,,Y,PAR 4/4
2018-0180,2021,EWM,Clearwater,86025200,Wright,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,8/23/2021,8/23/2021,0.5,3,1.5,1.5,gal/acre,0.75,gal,74,74,0,0,,68,,Y,PAR 1/3. wind speed calm. 
2018-0180,2021,EWM,Clearwater,86025200,Wright,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,8/23/2021,8/23/2021,2.27,6.5,2,2,gal/acre,4.54,gal,71,71,6,6,SE,68,,Y,PAR 2/3
2018-0180,2021,EWM,Clearwater,86025200,Wright,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,8/23/2021,8/23/2021,2.5,4,2,2,gal/acre,5,gal,72,72,3,3,SE,72,,Y,PAR 3/3
,2021,EWM,Frances,40005700,Le Sueur,1856,2248,ProcellaCOR,SePro Corp.,,PLM Lake and Land Management Corp.,8/25/2021,8/25/2021,3.08,,3.08,3.08,oz/acre-ft,57,oz,78,78,4,4,N,,,Y,
,2021,EWM,Frances,40005700,Le Sueur,1682,1369,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,8/25/2021,8/25/2021,3.08,,1.95,1.95,gal/acre-ft,6,gal,78,78,4,4,N,,,Y,
2019-3016,2021,EWM,Francis,30008000,Isanti,,,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,8/25/2021,8/25/2021,3.08,6,1.95,1.95,gal/acre,6,gal,78,78,4,4,N,73,,Y,PAR Chemical 1/2
2019-3016,2021,EWM,Francis,30008000,Isanti,,,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,8/25/2021,8/25/2021,3.08,6,3.08,3.08,oz/acre-ft,57,oz,78,78,4,4,N,73,,Y,PAR Chemical 2/2
2018-0332,2021,EWM,Bad Axe,29020800,Hubbard,324,2517,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,8/26/2021,8/26/2021,2.07,7.5,3.3,3.3,oz/acre-ft,51.2,oz,74,74,0,5,E,58,,Y,PAR chemical 1/2
2018-0332,2021,EWM,Bad Axe,29020800,Hubbard,1668,1355,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,8/26/2021,8/26/2021,2.07,7.5,1.98,1.98,gal/acre-ft,4.1,gal,74,74,0,5,E,58,,Y,PAR chemical 2/2
2018-2661,2021,EWM,Shamineau,49012700,Morrison,1862,2255,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,9/22/2021,9/22/2021,14,6,2,2,gal/acre,28,gal,66,66,0,5,SW,55,,Y,Chem 1/2 and cide-kick added
2018-2661,2021,EWM,Shamineau,49012700,Morrison,1356,1215,ProcellaCOR,SePro Corp.,,PLM Lake and Land Management Corp.,9/22/2021,9/22/2021,14,6,4.35,4.35,oz/acre-ft,365,oz,66,66,0,5,SW,55,,Y,Chem 2/2 and cide-kick added
2018-3528,2021,EWM,Crooked,2008400,Anoka,1477,2291,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,9/27/2021,9/27/2021,11.3,2.1,1.5,1.5,gal/acre-ft,16.95,gal,67,67,3,3,NE,64,,Y,
2018-3528,2021,EWM,Crooked,2008400,Anoka,1478,2292,ProcellaCOR,SePro Corp.,,PLM Lake and Land Management Corp.,9/27/2021,9/27/2021,11.3,2.1,8.85,8.85,oz/acre-ft,210,oz,67,67,3,3,NE,64,,Y,
2020-0177,2021,EWM,Clearwater,18003800,Crow Wing,361,2555,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,9/30/2021,9/30/2021,0.54,5.9,7.23,7.23,oz/acre-ft,23.04,oz,64,64,0,5,SE,70,,Y,PAR Chemical 1/2
2020-0177,2021,EWM,Clearwater,18003800,Crow Wing,362,2557,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,9/30/2021,9/30/2021,0.54,5.9,2,2,gal/acre,1.08,gal,64,64,0,5,SE,70,,Y,PAR Chemical 2/2. Cidekick used. 
2017-0447,2022,CLP,Ann,86019000,Wright,,,Aquathol K,United Phosphorus Inc.,,,5/23/2024,5/23/2024,11.9,,10.08,10.08,gal/acre,120,gal,59,60,5,5,,70,,Y,"no company specified, wind direction missing, rate calculated based on acreage and chemical amount. "
2019-2512,2022,EWM,Erie,47006400,Meeker,1027,2172,ProcellaCOR EC,SePro Corp.,,PLM Lake and Land Management Corp.,6/29/2023,6/29/2023,6.7,6.5,12.783,12.783,oz/acre-ft,556.8,oz,77,77,0,5,SW,72,,Y,
2022-1398,2022,EWM,French,66003800,Rice,1788,1557,ProcellaCOR,SePro Corp.,,Lake Restoration,6/22/2023,6/22/2023,5.87,5,2.84,2.84,gal/acre-ft,83.354,gal,74,74,2,2,SE,80,,Y,PAR 1/2
2022-1398,2022,EWM,French,66003800,Rice,1788,1557,ProcellaCOR,SePro Corp.,,Lake Restoration,6/22/2023,6/22/2023,5.77,5,2.84,2.84,gal/acre-ft,81.934,gal,73,73,2,2,SE,80,,Y,PAR 2/2
,2022,EWM,Sand,58008100,Pine,1723,1485,ProcellaCOR EC,SePro Corp.,,"Lake Management, Inc.",6/21/2023,6/21/2023,8.88,,15,15,PDU/acre-ft,666.51,oz,,,1,6,SE,,,Y,
,2022,EWM,Sturgeon,58006700,Pine,1729,1491,ProcellaCOR EC,SePro Corp.,,"Lake Management, Inc.",6/21/2023,6/21/2023,14.7,,15,15,PDU/acre-ft,220.5,PDU,,,1,2,S,,,Y,
,2022,CLP,Silver,62008300,Ramsey,1516,1692,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,6/21/2023,6/21/2023,9.42,,2,2,gal/acre-ft,18.84,gal,74,75,3,5,SE,,,Y,
2017-0417,2023,EWM,Lower Prior,70002600,Scott,,,Tribune,"Syngenta Crop Protection, LLC",,Aquatic Solutions of Minnesota,6/19/2023,6/19/2023,3.1,5.9,0.5,0.5,gal/acre-ft,9.145,gal,,,0,0,,,70,Y,PAR 1/5. wind speed calm
,2022,CLP,Cedar,70009100,Scott,945,2141,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,6/7/2023,,793,,0.0025,0.0025,gal/acre-ft,14,gal,67.2,67.2,4,5,NW,,,Y,
2020-0145,2022,CLP,Keller,62001002,Ramsey,1564,2374,Tribune,"Syngenta Crop Protection, LLC",,"Limnopro Aquatic Science, Inc.",6/6/2023,6/6/2023,5.9,5.9,0.4,0.4,ppm,,,83,83,7,7,NE,83,,Y,2023 treatment
2020-0148,2022,CLP,Kohlman,62000600,Ramsey,1706,1396,Tribune,"Syngenta Crop Protection, LLC",,"Limnopro Aquatic Science, Inc.",6/6/2023,6/6/2023,8,10.1,0.4,0.4,ppm,,,83,83,7,7,NE,83,,Y,
2017-1028,2022,EWM,George,2009100,Anoka,1812,1670,Tribune,"Syngenta Crop Protection, LLC",,Lake Restoration,5/31/2023,5/31/2023,27.45,8,2,2,gal/acre-ft,54.9,gal,73,73,6,6,S,77,,Y,PAR 1/3
,2022,CLP,Weaver,27011700,Hennepin,1756,1520,Semera,"Atticus, LLC",,PLM Lake and Land Management Corp.,5/31/2023,5/31/2023,8.77,,0.7298,0.7298,lbs/acre-ft,32,lbs,74,74,0,5,S,,,Y,
,2022,CLP,Rush,13006901,Chisago,1786,1554,Semera,"Atticus, LLC",,PLM Lake and Land Management Corp.,5/31/2023,5/31/2023,37.95,,0.611,0.611,lbs/acre-ft,160,lbs,74,74,6,10,SSW,,,Y,
2017-1028,2022,EWM,George,2009100,Anoka,1812,1670,Tribune,"Syngenta Crop Protection, LLC",,Lake Restoration,5/31/2023,5/31/2023,7.25,7.5,2,2,gal/acre-ft,14.5,gal,73,73,6,6,S,77,,Y,PAR 2/3
2017-1028,2022,EWM,George,2009100,Anoka,1812,1670,Tribune,"Syngenta Crop Protection, LLC",,Lake Restoration,5/31/2023,5/31/2023,5.11,7.5,2,2,gal/acre-ft,10.22,gal,73,73,6,6,S,77,,Y,PAR 3/3
2018-0611,2022,CLP,Big Pine,56013000,Otter Tail,1523,1701,Aquathol K,United Phosphorus Inc.,,PLM Lake and Land Management Corp.,5/30/2023,5/30/2023,65,8,0.4808,0.4808,gal/acre-ft,250,gal,63,63,0,5,SW,70,,Y,
2018-0293,2022,CLP,Fannie,30004300,Isanti,1813,1671,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/26/2023,5/26/2023,4.38,4.7,0.6,0.6,gal/acre-ft,12.352,gal,68,68,4,4,S,70,,Y,PAR 1/4
2018-0293,2022,CLP,Fannie,30004300,Isanti,1813,1671,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/26/2023,5/26/2023,4.52,5,0.6,0.6,gal/acre-ft,13.56,gal,67,67,4,4,S,65,,Y,PAR 2/4
2018-0293,2022,CLP,Fannie,30004300,Isanti,1813,1671,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/26/2023,5/26/2023,1.67,4.5,1.3,1.3,gal/acre-ft,9.77,gal,67,67,4,4,S,65,,Y,PAR 3/4
2018-0293,2022,CLP,Fannie,30004300,Isanti,1813,1671,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/26/2023,5/26/2023,1.71,5.5,1.3,1.3,gal/acre-ft,12.227,gal,67,67,4,4,S,65,,Y,PAR 4/4
2017-0038,2022,CLP,Knife,33002800,Kanabec,1510,1686,Aquathol K,United Phosphorus Inc.,,"Central Minnesota Aquatics, Inc.",5/23/2023,5/23/2023,50.3,5.5,1,1,gal/acre-ft,276,gal,,,0,3,SSW,,,Y,
2017-1707,2022,CLP,Mayo,18040800,Crow Wing,1714,1475,Aquathol K,United Phosphorus Inc.,,PLM Lake and Land Management Corp.,5/23/2023,5/23/2023,3.7,3.5,1.8533,1.8533,gal/acre-ft,24,gal,65,65,0,5,S,60,,Y,
,2022,CLP,Two Rivers,73013800,Stearns,1787,1556,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/23/2023,5/23/2023,13.9,,2,2,gal/acre-ft,27.8,gal,70,70,6,10,SE,,,Y,0.5 gallon of Cide-Kick 2.5 Gal. used at 0.036 Gallon per Acre
,2022,CLP,Florence,30003500,Isanti,741,2139,Tribune,"Syngenta Crop Protection, LLC",,Lake Restoration,5/22/2023,5/22/2023,,,2,2,gal/acre-ft,30,gal,65,68,3,5,SW,,,Y,
,2022,CLP,Shields,82016200,Washington,1333,2212,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/22/2023,5/22/2023,3.07,,2,2,gal/acre-ft,6.14,gal,,,7,7,S,,,Y,
,2022,CLP,Upper Sakatah,40000200,Le Sueur,1797,1651,Aquathol K,United Phosphorus Inc.,,"Lake Improvement Consulting, LLC.",5/21/2023,5/21/2023,19.1,,1,1,ppm,45.8,gal,,,3,6,NE,,,Y,
,2022,EWM,Cedar,86022700,Wright,1775,1543,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/17/2023,5/17/2023,4.1,,2,2,gal/acre-ft,8.2,gal,65,65,0,5,S,,,Y,0.625 gal. Cide-Kick (2.5 gal) applied at 0.061 gallons per acre
,2022,CLP,Cedar,86022700,Wright,1775,1543,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/17/2023,5/17/2023,4.1,,2,2,gal/acre-ft,8.2,gal,65,65,0,5,S,,,Y,0.625 gal. Cide-Kick (2.5 gal) applied at 0.061 gallons per acre
2022-0176,2022,CLP,Circle,66002700,Rice,1801,1658,FlumigardSC,"Alligare, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,16.42,5,300,300,ppb,16.42,gal,,,5,5,SW,70,,Y,PAR 1/2
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,5.41,5,2,2,gal/acre,10.82,gal,,,4,4,W,63,,Y,PAR 1/10
,2022,CLP,South Long,18013600,Crow Wing,1522,1700,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/16/2023,5/16/2023,41.93,,1,3,ppm,271.194,gal,58,59,3,5,SW,,,Y,
2020-0903,2022,CLP,Centerville,2000600,Anoka,1781,1549,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,40.81,4,2,2,gal/acre,81.62,gal,,,5,5,NW,78,,Y,
2022-0176,2022,CLP,Circle,66002700,Rice,1801,1658,FlumigardSC,"Alligare, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,12.78,5,300,300,ppb,12.78,gal,,,4,4,SW,74,,Y,PAR 2/2
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,11.89,6,2,2,gal/acre,23.78,gal,,,5,5,W,65,,Y,PAR 2/10
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,2.09,6,2,2,gal/acre,4.18,gal,,,6,6,W,68,,Y,PAR 3/10
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,4.16,5.5,2,2,gal/acre,8.32,gal,,,4,4,W,70,,Y,PAR 4/10
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,4.93,6,2,2,gal/acre,9.86,gal,,,5,5,W,70,,Y,PAR 5/10
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,16.49,5,2,2,gal/acre,33,gal,,,4,4,NW,68,,Y,PAR 6/10
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,8.33,6,2,2,gal/acre,16.66,gal,,,2,2,NW,64,,Y,PAR 7/10
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,6.22,6,2,2,gal/acre,12.44,gal,,,4,4,NW,65,,Y,PAR 8/10
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,4.62,5,2,2,gal/acre,9.24,gal,,,4,4,NW,65,,Y,PAR 9/10
2017-1154,2022,CLP,Bald Eagle,62000200,Ramsey,,,Tribune,"Syngenta Crop Protection, LLC",,"Lake Management, Inc.",5/16/2023,5/16/2023,4.79,6,2,2,gal/acre,9.58,gal,,,4,4,NW,65,,Y,PAR 10/10
2019-1475,2022,CLP,Long,49001500,Morrison,1770,1538,Semera,"Atticus, LLC",,PLM Lake and Land Management Corp.,5/15/2023,5/15/2023,2.5,4.1,0.9073,0.9073,lbs/acre-ft,9.3,lbs,63,63,0,5,W,64,,Y,
2017-1827,2022,CLP,Crow Wing,18015500,Crow Wing,1808,1665,Aquathol K,United Phosphorus Inc.,,"Central Minnesota Aquatics, Inc.",5/15/2023,5/15/2023,19.9,5.5,1.5,1.5,ppm,109,gal,,,0,2,NW,,48,Y,
2019-0859,2022,CLP,Francis,30008000,Isanti,1821,1679,Aquathol K,United Phosphorus Inc.,,"Lake Management, Inc.",5/15/2023,5/15/2023,39.7,3.5,1.25,1.25,ppm,95.86,gal,,,4,6,N,71,,Y,
2022-0321,2022,CLP,Markgrafs,82008900,Washington,1519,1696,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/11/2023,5/11/2023,6.89,5.5,1.5448,1.5448,gal/acre-ft,10.644,gal,63,63,0,5,SW,70,,Y,
,2022,CLP,Wilhelm,86002000,Wright,944,2140,Aquathol K,United Phosphorus Inc.,,PLM Lake and Land Management Corp.,5/10/2023,5/10/2023,10.64,,1,1.8,ppm,22.5,gal,,,3,5,SW,,,Y,
2017-0512,2022,CLP,Jefferson,40009204,Le Sueur,1778,1546,Aquathol K,United Phosphorus Inc.,,"Lake Improvement Consulting, LLC.",5/9/2023,5/9/2023,0.69,4,1,2,ppm,3.58,gal,,,4,6,N,,70,Y,PAR 1/4
2017-0512,2022,CLP,Jefferson,40009204,Le Sueur,1778,1546,Aquathol K,United Phosphorus Inc.,,"Lake Improvement Consulting, LLC.",5/9/2023,5/9/2023,3.31,4,1,1,ppm,7.94,gal,,,4,6,N,,70,Y,PAR 2/4
2017-0512,2022,CLP,Jefferson,40009204,Le Sueur,1778,1546,Aquathol K,United Phosphorus Inc.,,"Lake Improvement Consulting, LLC.",5/9/2023,5/9/2023,8.79,4,1,1,ppm,21.09,gal,,,4,6,N,,71,Y,PAR 3/4
2017-0512,2022,CLP,Jefferson,40009204,Le Sueur,1778,1546,Aquathol K,United Phosphorus Inc.,,"Lake Improvement Consulting, LLC.",5/9/2023,5/9/2023,5.9,4,1,1,ppm,14.16,gal,,,4,6,N,,71,Y,PAR 4/4
,2022,CLP,Rice,2000800,Anoka,1878,2271,Tribune,"Syngenta Crop Protection, LLC",,Lake Restoration,5/8/2023,5/8/2023,36,,1,1,gal/acre-ft,36,gal,68.6,68.6,2,2,N,,,Y,
2022-0322,2022,CLP,Ravine,82008700,Washington,1513,1689,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,4/25/2023,4/25/2023,27,4.59,0.0017,0.0017,gal/acre-ft,0.21,gal,45,45,6,10,NE,40,,Y,
2022-0318,2022,CLP,Colby,82009400,Washington,1822,1680,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,4/25/2023,4/25/2023,70.94,1.77,0.002,0.002,gal/acre-ft,0.25,gal,45,45,6,10,NE,43,,Y,
2022-0322,2022,CLP,Ravine,82008700,Washington,1545,2221,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,11/2/2022,11/2/2022,27.18,7,0.0015,0.0015,gal/acre-ft,0.29,gal,43,43,7,7,SSE,68,,Y,
2022-0318,2022,CLP,Colby,82009400,Washington,1838,2227,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,11/2/2022,11/2/2022,70.94,7,0.0035,0.009,gal/acre-ft,0.45,gal,43,43,3,3,SSE,59,,Y,
2020-0148,2022,CLP,Kohlman,62000600,Ramsey,1276,2199,Tribune,"Syngenta Crop Protection, LLC",,"Limnopro Aquatic Science, Inc.",10/26/2022,10/26/2022,5.3,9.3,0.4,0.4,ppm,,,51,51,7,7,S,46,,Y,
2020-0145,2022,CLP,Keller,62001002,Ramsey,1563,2373,Tribune,"Syngenta Crop Protection, LLC",,"Limnopro Aquatic Science, Inc.",10/26/2022,10/26/2022,5,6.05,0.4,0.4,ppm,,,51,51,4,4,NW,50,,Y,October treatment
2022-0322,2022,CLP,Ravine,82008700,Washington,1833,2222,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,10/5/2022,10/5/2022,27.18,4,0.0038,0.0038,gal/acre-ft,0.41,gal,65,65,0,5,,75,,Y,
2022-0318,2022,CLP,Colby,82009400,Washington,1837,2226,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,10/5/2022,10/5/2022,70.94,4,0.00035,0.009,gal/acre-ft,1,gal,65,65,3,3,SW,74,,Y,
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,5.16,10,2.84,2.84,gal/acre-ft,146.5,gal,62,62,5,5,SW,70,,Y,PAR 1/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,3.21,10,2.84,2.84,gal/acre-ft,91.2,gal,62,62,1,1,S,70,,Y,PAR 2/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,1.37,10,2.84,2.84,gal/acre-ft,38.9,gal,62,62,1,1,S,70,,Y,PAR 3/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.57,6,2.84,2.84,gal/acre-ft,9.7,gal,61,61,3,3,SW,70,,Y,PAR 4/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.14,6,2.84,2.84,gal/acre-ft,2.4,gal,61,61,3,3,SW,70,,Y,PAR 5/63
2017-1985,2022,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/4/2022,10/4/2022,0.51,8,2.84,2.84,gal/acre-ft,11.6,gal,61,61,3,3,S,70,,Y,PAR 6/63
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.54,12,28.4,28.4,gal/acre,43.74,gal,64,64,2,2,W,50,,Y,"PAR 1/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,13.77,12,34.07,34.07,gal/acre,469.28,gal,63,63,3,3,W,60,,Y,"PAR 2/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,10/11/2021,10/11/2021,3.73,8,22.7,22.7,gal/acre,84.75,gal,65,65,3,3,N,65,,Y,"PAR 3/72, 4 ppm?"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,10/11/2021,10/11/2021,0.94,10,28.4,28.4,gal/acre,26.7,gal,65,65,3,5,N,65,,Y,"PAR 4/72, 4 ppm?"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,10/11/2021,10/11/2021,1.83,12,34,34,gal/acre,62.37,gal,65,65,3,5,N,65,,Y,"PAR 5/72, 4 ppm?"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.57,8,22.71,22.71,gal/acre,35.67,gal,65,65,3,5,N,65,,Y,"PAR 6/72, 4 ppm"
2017-1985,2021,EWM,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/11/2021,10/11/2021,1.2,12,34,34,gal/acre,46.9,gal,65,65,3,5,N,65,,Y,"PAR 7/72, 4 ppm"
