OBJECTID,DOWLKNUM,LK_PCTLTRL,LK_LZACRES,LK_LZDEPTH,AREA,ACRES,PERFEET,PERIMETER,LAKE_NAME,Shape_Length,Shape_Area
103544,69051300,49.84999847,87.59,15,354487.662,87.594,26742.239,8151.051,Little Grand,8151.050815,354487.6596
103545,69052100,40.84000015,107.3,15,434235.058,107.299,25929.493,7903.325,Leora,7903.325167,434235.0586
103546,69052900,98.55999756,325.44,15,1317020.277,325.436,29557.882,9009.26,Strand,9009.26024,1317020.254
103547,69054400,63.91999817,128.92,15,521716.602,128.916,26730.282,8147.406,Dinham,8147.406393,521716.5871
103548,69054500,54.13000107,89.82,15,363485.455,89.817,23885.078,7280.186,Cameron,7280.186345,363485.4632
103549,69054600,70.55999756,149.44,15,604776.495,149.44,32852.251,10013.386,Schubert,10013.38707,604776.5128
103550,69055000,81.87000275,111.48,15,451142.847,111.477,24383.748,7432.181,Section Fourteen,7432.181606,451142.8353
103551,69055300,36.68999863,53.84,15,217906.318,53.845,28458.166,8674.066,Bass,8674.065951,217906.3205
103552,69055500,95.55999756,27.09,15,109637.574,27.091,5880.803,1792.472,Silver,1792.472554,109637.572
103553,69055600,46,47.72,15,193126.036,47.721,28647.749,8731.851,Lost,8731.851008,193126.0439
103554,69056200,83.33000183,46.1,15,186549.044,46.096,10491.504,3197.817,Coe,3197.817026,186549.039
103555,69056500,26.47999954,119.85,15,485045.171,119.855,48636.248,14824.358,Esquagama,14824.35796,485045.172
103556,69058700,81.23000336,604.56,15,2446607.124,604.557,69351.823,21138.478,Oriniack,21138.47846,2446607.131
103557,69060800,44.43000031,572.1,15,2315271.792,572.104,190811.35,58159.416,Little Vermilion,58159.4164,2315271.798
103558,69061500,99.97000122,1139.05,15,4609658.643,1139.047,56681.035,17276.414,Echo,17276.41446,4609658.685
103559,69061600,33.97000122,1018.01,15,4119835.439,1018.011,278724.01,84955.248,Crane,84955.24804,4119835.395
103560,69061700,30.85000038,2630.37,15,10644964.49,2630.371,1092377.597,332957.358,Sand Point,332957.3585,10644964.51
103561,69061900,100,81.16,15,328430.944,81.155,7768.283,2367.777,Simian,2367.777255,328430.9424
103562,69062700,88,369.8,15,1496549.107,369.797,32949.403,10042.998,Nichols,10042.99877,1496549.127
103563,69064200,100,367.87,15,1488754.218,367.871,22746.392,6933.114,Elliot,6933.114079,1488754.21
103564,69064600,65.68000031,232.62,15,941414.291,232.623,45516.549,13873.472,Murphy,13873.47172,941414.271
103565,69065100,37.04999924,86.79,15,351228.156,86.788,40863.473,12455.212,St. Mary's,12455.21191,351228.1541
103566,69065300,52.88000107,82.89,15,335433.549,82.886,36167.432,11023.855,Long,11023.85519,335433.5445
103567,69065500,45.75999832,153.93,15,622966.194,153.935,59505.82,18137.41,Pleasant,18137.41091,622966.1816
103568,69066000,35.11999893,248.86,15,1007138.988,248.864,112877.49,34405.128,Ely,34405.12851,1007138.991
103569,69066200,73,32.24,15,130454.09,32.235,8850.83,2697.738,Silver,2697.738245,130454.0909
103570,69066300,55.18000031,17.01,15,68825.279,17.007,9184.196,2799.349,Virginia,2799.348851,68825.28984
103571,69066900,99.98999786,1917.22,15,7758901.13,1917.224,44907.725,13687.902,Big Rice,13687.90168,7758901.137
103572,69067100,65.13999939,39.28,15,158973.056,39.282,13289.242,4050.569,Pfeiffer,4050.569007,158973.0513
103573,69068200,38.04999924,103.43,15,418568.291,103.428,36817.821,11222.094,Little Trout,11222.09456,418568.2919
103574,69068400,20.96999931,163.92,15,663382.454,163.922,57193.099,17432.491,Mukooda,17432.49089,663382.4626
103575,69069100,39.22999954,681.27,15,2757053.197,681.268,223368.54,68082.867,Johnson,68082.86777,2757053.203
103576,69069300,49.52000046,11917.25,15,48228465.43,11917.254,2058859.717,627541.697,Namakan,627541.6989,48228465.39
103577,69069400,99.98000336,5427.47,15,21964651.96,5427.466,408595.934,124540.29,Rainy,124540.2873,21964651.97
103578,69069500,100,114.82,15,464685.839,114.824,10599.972,3230.878,East Twin,3230.878021,464685.8314
103579,69069600,98.98000336,119.3,15,482815.883,119.304,12368.342,3769.878,West Twin,3769.877928,482815.8858
103580,69069800,100,143.23,15,579656.146,143.233,11164.091,3402.822,Lost,3402.821899,579656.1361
103581,69070000,57.66999817,57.41,15,232327.39,57.408,19189.685,5849.028,Maple Leaf,5849.027674,232327.3848
103582,69070100,69.30999756,101.44,15,410526.784,101.441,26368.556,8037.152,Aerie,8037.151699,410526.79
103583,69071700,77.90000153,131.74,15,533133.621,131.737,26037.678,7936.3,Elbow,7936.300095,533133.6253
103584,69072500,100,127.76,15,517037.009,127.76,14214.058,4332.454,Mashkenode,4332.453625,517037.014
103585,69072600,87.54000092,151.34,15,612482.938,151.345,26682.92,8132.97,Manganika,8132.970417,612482.9383
103586,69073200,100,95.73,15,387416.901,95.731,11023.007,3359.819,Little Sand,3359.819113,387416.9017
103587,69073600,99.19999695,778.06,15,3148760.248,778.059,40340.817,12295.906,Sand,12295.90596,3148760.275
103588,69074200,99.83000183,393.8,15,1593688.156,393.8,39806.112,12132.927,Ban,12132.92706,1593688.17
103589,69074300,99.34999847,56.94,15,230415.217,56.936,11695.081,3564.668,Unnamed,3564.66773,230415.2274
103590,69074400,39.02999878,703.29,15,2846161.076,703.286,226807.727,69131.133,Elbow,69131.13446,2846161.072
103591,69074500,99.73000336,77.87,15,315135.928,77.87,12252.001,3734.417,West Elbow,3734.417228,315135.9289
103592,69074800,53.50999832,235.83,15,954378.889,235.827,52179.357,15904.3,Kjostad,15904.29965,954378.9345
103593,69074900,97.45999908,854.19,15,3456867.002,854.192,54606.796,16644.185,Myrtle,16644.18429,3456867.005
103594,69075500,99.97000122,182.87,15,740079.507,182.874,16035.449,4887.615,Marion,4887.614889,740079.4861
103595,69076000,98.08999634,555.27,15,2247140.228,555.268,61937.503,18878.589,Little Johnson,18878.5902,2247140.248
103596,69076100,27.81999969,60.99,15,246821.899,60.99,43393.567,13226.386,Spring,13226.38567,246821.8855
103597,69076800,37.54000092,25.45,15,102998.271,25.451,13255.658,4040.333,Martin,4040.33302,102998.2694
103598,69077500,96.26000214,166.71,15,674664.897,166.71,24951.478,7605.226,McQuade,7605.22609,674664.892
103599,69078800,82.12000275,14.87,15,60184.113,14.871,5261.469,1603.699,Camp A,1603.698912,60184.10525
103600,69079000,61.75,142.93,15,578418.575,142.927,32776.473,9990.289,Dark,9990.288404,578418.5867
103601,69079500,84.75,11.32,15,45799.616,11.317,4720.054,1438.675,Gate,1438.675192,45799.6181
103602,69079600,26.59000015,67.12,15,271619.384,67.117,34217.053,10429.379,Leander,10429.37857,271619.3907
103603,69081000,45.11999893,326.53,15,1321430.447,326.525,76229.383,23234.762,Elephant,23234.76259,1321430.443
103604,69083200,20.29000092,23.97,15,97000.936,23.969,31366.77,9560.61,Cruiser,9560.610401,97000.94068
103605,69083500,100,33.87,15,137076.485,33.872,7883.316,2402.839,Unnamed (Ryan),2402.839699,137076.4815
103606,69083900,50.45999908,34.99,15,141587.677,34.986,23028.534,7019.111,Brown,7019.110813,141587.6646
103607,69084100,93.86000061,10837.4,15,43858359.37,10837.401,373813.513,113938.587,Pelican,113938.5887,43858359.42
103608,69084200,37.90999985,473.76,15,1917298.495,473.764,111208.344,33896.371,Black Duck,33896.37048,1917298.483
103609,69084500,29.82999992,7168.96,15,29012400.44,7168.964,1622186.91,494443.559,Kabetogama,494443.5604,29012400.51
103610,69084800,32.13999939,255.26,15,1033028.755,255.261,78087.166,23801.016,Prairie,23801.01549,1033028.728
103611,69085600,100,145.4,15,588419.703,145.399,10655.85,3247.91,Carey,3247.909431,588419.713
103612,69085900,50.75999832,131.42,15,531847.034,131.419,61578.334,18769.114,Long,18769.1142,531847.0401
103613,69086400,31.11000061,214.55,15,868275.299,214.551,54952.745,16749.63,Ash,16749.63013,868275.2871
103614,69086700,77.73000336,48.8,15,197481.94,48.798,16271.784,4959.65,Jorgens,4959.649918,197481.9388
103615,69087200,27.76000023,26.45,15,107027.149,26.446,21407.363,6524.977,Loiten,6524.977191,107027.1419
103616,69088900,50.59000015,137.77,15,557560.838,137.773,43356.397,13215.056,Island,13215.05622,557560.8382
103617,69091200,47.84999847,96.59,15,390905.797,96.593,38041.558,11595.09,Dewey,11595.08986,390905.7868
103618,69092500,100,133.29,15,539434.594,133.294,17052.453,5197.598,Shannon,5197.598407,539434.5858
103619,69093200,51.06999969,175.48,15,710175.429,175.484,31498.365,9600.721,Perch,9600.720869,710175.4262
103620,69093901,41.34000015,662.86,15,2682555.39,662.859,115964.891,35346.17,Sturgeon,35346.16913,2682555.381
103621,69093902,54.75,73.88,15,299006.051,73.884,29560.456,9010.045,Middle Sturgeon,9010.044677,299006.0558
103622,69093903,43.49000168,50.84,15,205734.959,50.837,22033.376,6715.786,West Sturgeon,6715.786156,205734.9493
103623,69099400,66.87999725,518.45,15,2098149.324,518.453,166282.014,50682.859,West Two Rivers Reservoir,50682.85832,2098149.339
103624,69104000,74.70999908,10.7,15,43293.728,10.698,5984.558,1824.097,Little Dry,1824.096779,43293.72783
103625,69131800,41.56000137,3.09,15,12522.316,3.094,3900.879,1188.99,Cub,1188.990297,12522.32382
103626,69132900,65.05000305,3.47,15,14057.611,3.474,3607.538,1099.58,Little Elbow,1099.579634,14057.61278
103627,69142800,9.800000191,20.29,15,82117.332,20.291,39585.299,12065.01,Iron Chief Complex,12065.0097,82117.31172
103628,70001000,97.70999908,51.09,15,206747.028,51.087,13798.744,4205.866,Murphy,4205.865241,206747.0399
103629,70002200,99.01999664,144.74,15,585767.252,144.743,20252.814,6173.07,Cleary,6173.069688,585767.247
103630,70002600,60.02999878,589.7,15,2386501.578,589.705,123809.981,37737.358,Lower Prior,37737.35745,2386501.629
103631,70002900,100,135.29,15,547498.192,135.287,10578.398,3224.302,St. Catherine,3224.302332,547498.1973
103632,70005000,99.43000031,162.26,15,656650.68,162.258,18396.69,5607.322,McMahon,5607.322544,656650.6791
103633,70005200,100,197.52,15,799365.363,197.523,11558.588,3523.065,Cynthia,3523.064508,799365.3769
103634,70005400,47.86999893,282.83,15,1144580.98,282.826,41157.4,12544.801,Spring,12544.80042,1144580.986
103635,70005500,100,16.36,15,66198.558,16.358,3283.836,1000.915,Unnamed,1000.915311,66198.5589
103636,70006900,41.72999954,72.17,15,292064.316,72.169,21576.318,6576.475,Fish,6576.474944,292064.3323
103637,70007200,81.31999969,310.51,15,1256626.379,310.512,42239.715,12874.691,Upper Prior,12874.69086,1256626.392
103638,70007800,96.16999817,29.36,15,118809.785,29.358,5967.173,1818.798,Unnamed (Hass),1818.797899,118809.7914
103639,70009100,100,792.5,15,3207214.918,792.503,37365.846,11389.133,Cedar,11389.13266,3207214.905
103640,70009500,87.11000061,273.58,15,1107159.144,273.579,51351.809,15652.063,O'Dowd,15652.06271,1107159.12
103641,70009800,100,316.86,15,1282323.933,316.862,17635.49,5375.308,Pleasant,5375.308024,1282323.928
103642,70011000,100,182.6,15,738992.01,182.605,15513.1,4728.402,Geis,4728.402435,738991.9888
103643,70011300,100,17.72,15,71709.453,17.719,4028.966,1228.031,Mill Pond,1228.031208,71709.45273
103644,70012001,99.76000214,118.52,15,479642.219,118.52,27375.599,8344.099,Thole,8344.099405,479642.2186
103645,70012002,100,38.03,15,153907.509,38.031,7389.214,2252.237,Schneider,2252.236922,153907.5005
103646,70020000,100,14.36,15,58110.421,14.359,4404.192,1342.4,Unnamed,1342.400198,58110.42311
103647,70029400,99.05999756,19.49,15,78859.963,19.486,5153.715,1570.855,Sweetbrier,1570.855255,78859.9625
103648,71000100,99.08999634,39.95,15,161655.766,39.945,5440.14,1658.158,Twin,1658.158051,161655.7583
103649,71001300,99.06999969,246.64,15,998145.158,246.642,33613.184,10245.319,Orono,10245.31936,998145.1636
103650,71001600,99.16000366,485.18,15,1963493.747,485.179,27451.507,8367.236,Fremont,8367.236311,1963493.757
103651,71002200,100,61.32,15,248163.426,61.321,8256.218,2516.5,West Hunter,2516.500266,248163.439
103652,71002300,100,56.9,15,230280.224,56.902,8003.138,2439.361,East Hunter,2439.361247,230280.2214
103653,71004000,63.36999893,38.95,15,157629.959,38.95,11172.791,3405.474,Sandy,3405.473681,157629.9594
103654,71004600,100,61.96,15,250754.165,61.961,11159.363,3401.381,Diann,3401.380874,250754.1655
103655,71005500,99.80000305,360.05,15,1457113.995,360.053,32484.974,9901.44,Elk,9901.43992,1457113.987
103656,71005700,76.75,118.4,15,479138.54,118.395,21045.914,6414.807,Birch,6414.807352,479138.5244
103657,71006700,70.23999786,319.49,15,1292944.821,319.487,36655.354,11172.574,Eagle,11172.5744,1292944.777
103658,71006900,75.77999878,132.85,15,537634.187,132.849,29411.525,8964.651,Ann,8964.650887,537634.1609
103659,71008100,56.13000107,90.38,15,365744.479,90.375,19943.418,6078.766,Mitchell,6078.765731,365744.4843
103660,71008200,45.66999817,116.41,15,471091.164,116.407,26314.427,8020.653,Big,8020.653337,471091.1619
103661,71009600,65.62999725,55.36,15,224029.499,55.358,17319.555,5279.011,Thompson,5279.010663,224029.5019
103662,71012300,68.95999908,53.13,15,215019.389,53.131,14109.996,4300.735,Camp,4300.735195,215019.3954
103663,71012600,100,85.8,15,347214.974,85.797,7554.924,2302.745,Masford,2302.745375,347214.9743
103664,71013500,100,22.79,15,92216.137,22.787,5502.229,1677.083,Unnamed,1677.082849,92216.14051
103665,71014100,100,356.88,15,1444280.79,356.882,18334.654,5588.414,Elk,5588.413915,1444280.783
103666,71014500,99.75,151.82,15,614419.645,151.823,12959.304,3950.004,Julia,3950.003816,614419.6551
103667,71014600,54.34999847,219.68,15,889033.678,219.68,33814.414,10306.654,Briggs,10306.65401,889033.6759
103668,71014700,100,160.82,15,650820.81,160.818,14501.047,4419.928,Rush,4419.92768,650820.7898
103669,71015300,62.31999969,70.16,15,283925.788,70.158,13395.562,4082.975,Clear,4082.975419,283925.7893
103670,71015800,85.87999725,92.66,15,374972.37,92.656,20132.374,6136.36,Pickerel,6136.359423,374972.3882
103671,71015900,79.18000031,137.79,15,557608.323,137.785,28168.154,8585.671,Long,8585.670913,557608.3272
103672,71016700,62.72000122,22.44,15,90832.43,22.445,8783.899,2677.338,Round,2677.337744,90832.43478
103673,72001300,100,652.14,15,2639112.245,652.14,33667.153,10261.779,Silver,10261.77896,2639112.251
103674,72008900,100,505.08,15,2044014.525,505.076,33973.779,10355.239,Clear,10355.23926,2044014.518
103675,73000100,80.66999817,20.28,15,82062.37,20.278,8017.3,2443.678,Dallas,2443.677903,82062.37669
103676,73000200,92.44000244,22.51,15,91081.591,22.506,6033.03,1838.871,Feldges,1838.871019,91081.58897
103677,73000300,99.36000061,70.08,15,283589.652,70.075,10708.832,3264.058,Maria,3264.058498,283589.6518
103678,73000400,58.18000031,38.9,15,157433.949,38.902,20444.033,6231.354,Long,6231.353595,157433.9581
103679,73000500,42.45999908,6.27,15,25361.9,6.267,8338.044,2541.441,Hinz,2541.440998,25361.90061
103680,73000600,55.38000107,41.85,15,169350.464,41.846,23339.266,7113.822,Crooked,7113.822302,169350.4621
103681,73000700,47.41999817,10.64,15,43074.398,10.644,8104.058,2470.122,Quinn,2470.12173,43074.39975
103682,73000800,61.77000046,10.59,15,42852.811,10.589,5824.975,1775.456,Hulbert,1775.456104,42852.80978
103683,73001100,62.04000092,20.68,15,83676.262,20.676,10564.147,3219.958,Warner,3219.958238,83676.25223
103684,73001200,80.51000214,23.99,15,97079.459,23.988,6668.206,2032.473,Fuller,2032.473073,97079.46136
103685,73001400,85.12999725,124.97,15,505732.635,124.967,26076.258,7948.059,Marie,7948.059363,505732.6382
103686,73001500,33.20999908,35.85,15,145072.788,35.847,18939.463,5772.76,Otter,5772.760042,145072.7834
103687,73002200,98.66000366,20.04,15,81090.073,20.037,5317.331,1620.726,Mund,1620.725855,81090.06984
103688,73002300,49.56999969,67.08,15,271488.81,67.085,21725.792,6622.035,Beaver,6622.034521,271488.82
103689,73003500,100,192.98,15,780970.486,192.978,11937.467,3638.547,School Section,3638.547205,780970.4816
103690,73003700,74.86000061,558.63,15,2260726.622,558.626,38353.252,11690.095,Pearl,11690.09487,2260726.616
103691,73003800,56.54000092,96.99,15,392530.442,96.994,24887.281,7585.658,Carnelian,7585.658515,392530.4379
103692,73004300,65.98000336,23.57,15,95380.517,23.569,9210.82,2807.464,Days,2807.463811,95380.52389
103693,73004400,68.91999817,35.22,15,142532.454,35.22,12931.95,3941.666,Murray,3941.6661,142532.4568
103694,73005100,51.74000168,113.29,15,458486.195,113.292,32139.2,9796.048,Pleasant,9796.047748,458486.1965
103695,73005500,35.95000076,233.22,15,943829.475,233.22,39261.746,11967.004,Grand,11967.00417,943829.4844
103696,73006400,52.45999908,102.3,15,414008.199,102.301,22273.519,6788.982,Kraemer,6788.982144,414008.1897
103697,73007000,39.61000061,38.28,15,154907.237,38.278,28491.329,8684.175,Watab,8684.17471,154907.234
103698,73007200,52.13000107,19.12,15,77396.125,19.125,12684.141,3866.134,Rossier,3866.133824,77396.13876
103699,73007600,80.79000092,148.47,15,600859.237,148.472,25155.224,7667.328,Goodners,7667.327799,600859.2379
103700,73008200,46.20000076,25.14,15,101721.558,25.135,16385.082,4994.183,Schneider,4994.183163,101721.5517
103701,73008300,92.20999908,185.35,15,750084.148,185.346,33095.954,10087.667,Great Northern,10087.66655,750084.152
103702,73008500,96.19000244,177.23,15,717227.9,177.227,31273.784,9532.268,Byer,9532.268803,717227.8927
103703,73008600,96.81999969,209.7,15,848645.752,209.7,25345.712,7725.389,Knaus,7725.388795,848645.7513
103704,73008700,90.48000336,86.94,15,351834.48,86.938,16312.047,4971.922,Krays,4971.921867,351834.4731
103705,73008800,62.99000168,67.37,15,272642.827,67.37,20477.322,6241.5,Bolfing,6241.50045,272642.8253
103706,73008900,98.16000366,118.62,15,480031.24,118.616,23925.34,7292.458,Zumwalde,7292.457983,480031.2419
103707,73009100,82.80000305,59.66,15,241457.979,59.664,18742.742,5712.799,Stump,5712.798877,241457.9898
103708,73009200,78.87000275,180.16,15,729098.282,180.16,40303.366,12284.491,Sagatagan,12284.4902,729098.2772
103709,73009700,62.27000046,60.05,15,243020.693,60.05,17728.959,5403.797,Kreigle,5403.797628,243020.7063
103710,73009800,88.30000305,100.75,15,407719.146,100.747,17000.182,5181.666,Pitts,5181.665781,407719.163
103711,73009900,37.61999893,9.98,15,40407.379,9.985,9369.641,2855.872,Minnie,2855.872239,40407.38451
103712,73010000,39.20000076,41.72,15,168845.955,41.722,18763.918,5719.254,Kalla,5719.253778,168845.9578
103713,73010100,60.86000061,23.12,15,93580.012,23.124,9200.485,2804.313,Schmid,2804.313405,93580.02236
103714,73010200,23.29000092,57.18,15,231421.902,57.184,42323.059,12900.094,Big Watab,12900.09424,231421.9046
103715,73010400,80.73999786,91.55,15,370496.975,91.55,17718.716,5400.675,Island,5400.67549,370496.9685
103716,73010500,100,31.01,15,125495.069,31.01,5974.641,1821.074,Long,1821.074322,125495.0716
103717,73010600,34.52999878,183.99,15,744578.632,183.985,59932.29,18267.399,Big Fish,18267.39845,744578.6337
103718,73010700,42.65000153,65.2,15,263847.686,65.197,25878.587,7887.809,Long,7887.809344,263847.6898
103719,73010900,70.08999634,42.43,15,171712.626,42.43,12851.008,3916.995,Little Watab,3916.995394,171712.6025
103720,73011700,38.52999878,160.02,15,647602.187,160.023,55532.822,16926.438,Big Spunk,16926.43842,647602.2022
103721,73011800,43.86000061,129.02,15,522123.019,129.017,24345.11,7420.404,Pelican,7420.404456,522123.0355
103722,73012200,50.33000183,21.52,15,87073.884,21.516,11171.043,3404.941,Ochotto,3404.940873,87073.87434
103723,73012300,72.23000336,129.34,15,523438.462,129.342,28657.179,8734.726,Lower Spunk,8734.725535,523438.4382
103724,73012500,87.76999664,40.36,15,163330.342,40.359,8410.176,2563.427,Achman,2563.426886,163330.3465
103725,73012600,92.37999725,75.26,15,304554.32,75.255,10933.985,3332.685,Anna,3332.685564,304554.3182
103726,73012700,100,109.55,15,443348.912,109.552,9868.699,3007.985,Linneman,3007.985645,443348.9013
103727,73012800,33.29999924,79.01,15,319732.78,79.006,39148.474,11932.479,Middle Spunk,11932.47863,319732.779
103728,73013301,53.45000076,239,15,967210.853,238.998,90739.287,27657.39,Cedar Island (Main Bay),27657.39061,967210.8445
103729,73013302,70.55000305,54.97,15,222455.02,54.969,17916.804,5461.053,Cedar Island (Mud Lk),5461.053194,222455.0174
103730,73013303,90.12999725,121.52,15,491802.931,121.525,32828.674,10006.2,Cedar Island (Koetter Lk),10006.19982,491802.9309
103731,73013304,99.41000366,269.61,15,1091105.245,269.612,37959.139,11569.969,Cedar Island (East Lk),11569.96908,1091105.277
103732,73013600,32.34000015,35.32,15,142938.102,35.32,20568.414,6269.265,Pine,6269.265384,142938.1127
103733,73013800,37.88999939,221.09,15,894737.977,221.09,65929.369,20095.312,Two Rivers,20095.31142,894737.9776
103734,73013900,67.19999695,331.23,15,1340450.147,331.225,68333.056,20827.957,Long,20827.95785,1340450.15
103735,73014100,35.18000031,19.16,15,77558.025,19.165,20112.843,6130.407,Deep,6130.407004,77558.01716
103736,73014700,39.86999893,124.49,15,503800.639,124.489,26285.747,8011.912,North Brown's,8011.911725,503800.635
103737,73015000,44.97000122,122.22,15,494608.833,122.218,25246.942,7695.283,Eden,7695.283311,494608.8474
103738,73015100,84.77999878,133.31,15,539505.683,133.312,13996.329,4266.09,Vails,4266.089615,539505.6881
103739,73015600,95.76999664,212.02,15,858013.487,212.015,36109.612,11006.232,Becker,11006.23098,858013.4884
103740,73015700,54.36999893,341.05,15,1380223.894,341.053,114514.191,34903.995,Horseshoe,34903.99602,1380223.881
103741,73015900,57.99000168,263.05,15,1064546.934,263.05,58076.134,17701.641,Big,17701.64146,1064546.981
103742,73016600,46.36999893,27.88,15,112842.631,27.883,12777.627,3894.629,Koop,3894.628569,112842.6118
103743,73016700,90.54000092,50.8,15,205584.877,50.8,10582.742,3225.626,Little Rice,3225.626277,205584.8784
103744,73017200,36.63999939,43.27,15,175118.439,43.272,18636.76,5680.496,Clear,5680.495857,175118.4335
103745,73018300,27.72999954,34.82,15,140912.35,34.819,17283.837,5268.124,St. Anna,5268.12418,140912.3648
103746,73019300,56.47000122,16.55,15,66975.825,16.55,8173.026,2491.143,Beautiful,2491.143493,66975.83288
103747,73019600,57.22999954,832.55,15,3369298.246,832.554,117047.184,35676.053,Rice,35676.05292,3369298.255
103748,73019900,100,209.29,15,846974.344,209.287,14263.663,4347.573,Sand,4347.573316,846974.3205
103749,73020002,38.36999893,1146.64,15,4640377.232,1146.637,173650.696,52928.838,Koronis (main lake),52928.83898,4640377.265
103750,73021500,61.63000107,59.83,15,242127.739,59.83,14353.318,4374.9,Maria,4374.899999,242127.7258
103751,73022600,78.29000092,86.82,15,351368.187,86.823,30188.088,9201.348,Cedar,9201.347918,351368.1899
103752,73023100,46.06000137,42.52,15,172058.45,42.516,30172.903,9196.719,Long,9196.71901,172058.4354
103753,73023300,26.25,51.84,15,209797.347,51.841,30615.464,9331.612,Kings,9331.612245,209797.3389
103754,73024100,92.22000122,87.69,15,354880.124,87.691,22125.254,6743.791,Black Oak,6743.790787,354880.1273
103755,73024400,49.43000031,18.31,15,74081.457,18.306,9617.849,2931.526,Ellering,2931.526175,74081.46314
103756,73024900,27.52000046,23.23,15,94024.363,23.233,19758.198,6022.311,Sylvia,6022.310593,94024.35582
103757,73025100,100,72.31,15,292639.709,72.311,18597.435,5668.51,Melrose,5668.509755,292639.7005
103758,73027300,100,206.09,15,834044.14,206.092,16332.673,4978.209,McCormic,4978.208552,834044.1359
103759,73061100,46.04999924,3.94,15,15932.177,3.937,4360.459,1329.071,George,1329.070406,15932.18341
103760,73075200,100,11.62,15,47025.888,11.62,6342.419,1933.173,Heratige Center Ponds,1933.173081,47025.89285
103761,74000100,100,527.87,15,2136244.804,527.866,29073.404,8861.591,Rice,8861.591484,2136244.815
103762,74001900,99.70999908,34.48,15,139552.708,34.483,6241.495,1902.412,Kohlmeier,1902.411419,139552.7108
103763,74002300,46.34000015,45.27,15,183200.284,45.269,16442.178,5011.586,Beaver,5011.586179,183200.2754
103764,75001900,45.29999924,169.67,15,686637.926,169.668,30891.93,9415.879,Page,9415.879062,686637.9403
103765,75002400,100,635.97,15,2573734.08,635.97,48937.505,14916.181,Long,14916.18153,2573734.074
103766,75007500,98.61000061,517.33,15,2093602.803,517.329,26789.08,8165.328,Perkins,8165.328173,2093602.831
103767,75020000,100,463.85,15,1877181.708,463.852,27542.148,8394.864,Hattie,8394.86374,1877181.693
103768,76003300,92.18000031,191.71,15,775856.767,191.714,26179.952,7979.665,Monson,7979.665533,775856.7781
103769,76007200,55.11999893,126.99,15,513922.032,126.99,28291.45,8623.251,Camp,8623.250849,513922.0525
103770,76008600,99.61000061,608.98,15,2464510.294,608.98,35792.212,10909.488,Hassel,10909.48722,2464510.305
103771,76014601,66.48999786,238.2,15,963970.644,238.197,34952.894,10653.663,Oliver (east portion),10653.66343,963970.6265
103772,76014602,99.37999725,173.81,15,703390.662,173.808,16675.126,5082.589,Oliver (west portion),5082.589105,703390.6699
103773,77000200,100,28.37,15,114793.438,28.365,5009.915,1527.025,Schreiers,1527.025075,114793.4416
103774,77000700,31.15999985,82.43,15,333589.229,82.43,50515.339,15397.106,Mound,15397.10644,333589.2437
103775,77000900,100,255.77,15,1035085.171,255.77,14229.372,4337.121,Trace,4337.121273,1035085.171
103776,77001000,46.41999817,43.8,15,177239.895,43.796,17651.426,5380.165,Bass,5380.165782,177239.8976
103777,77001900,49.31999969,63.67,15,257678.391,63.672,41712.996,12714.147,Mary,12714.1467,257678.3796
103778,77002200,24.51000023,23.17,15,93752.998,23.166,17745.345,5408.792,Mons,5408.791891,93752.99361
103779,77002300,44.77000046,397.1,15,1607023.296,397.095,80974.082,24680.949,Big Swan,24680.94942,1607023.315
103780,77002400,19.07999992,23.4,15,94684.307,23.396,20451.473,6233.621,Bass,6233.62146,94684.30711
103781,77002500,38.38000107,20.52,15,83023.592,20.515,11026.677,3360.938,Pepin,3360.937756,83023.59298
103782,77002600,40.06999969,50.84,15,205747.801,50.84,19259.157,5870.203,Moose,5870.202734,205747.8155
103783,77002700,26.45999908,104.63,15,423413.384,104.625,43457.825,13245.972,Long,13245.97178,423413.3869
103784,77002900,28.95000076,17.76,15,71857.513,17.756,12816.605,3906.509,Buck,3906.508797,71857.51415
103785,77003000,50.97000122,23.5,15,95108.531,23.501,11858.462,3614.47,Mountain,3614.47019,95108.54847
103786,77003200,26.81999969,43.89,15,177621.26,43.89,34367.031,10475.092,Lady,10475.09185,177621.257
103787,77003400,37.93000031,61.15,15,247483.017,61.153,22194.897,6765.018,Little Swan,6765.018388,247483.0424
103788,77003500,54.81000137,130.62,15,528611.65,130.62,30191.069,9202.256,Beauty,9202.256365,528611.6442
103789,77004600,41.66999817,71.3,15,288528.83,71.295,25172.37,7672.554,Coal,7672.553665,288528.8274
103790,77005000,78.38999939,130.55,15,528317.566,130.547,20600.261,6278.972,Mill,6278.9724,528317.5656
103791,77005300,82.30000305,56.73,15,229602.632,56.735,25260.002,7699.272,Star,7699.272168,229602.6097
103792,77006300,59.06999969,170.59,15,690373.011,170.591,32128.251,9792.711,Big,9792.710594,690373.0103
103793,77006600,100,215.36,15,871549.817,215.36,15057.453,4589.521,Thunder,4589.520906,871549.8168
103794,77006700,51.88999939,121.52,15,491771.876,121.517,29385.373,8956.679,Pine Island,8956.679387,491771.8857
103795,77007600,93.27999878,116.55,15,471675.465,116.551,12694.122,3869.176,Fawn,3869.176,471675.4521
103796,77008400,30.89999962,652.65,15,2641240.127,652.65,181775.01,55405.134,Big Birch,55405.1346,2641240.106
