"Permit_number","County_name","Lake_parent_name","k_Lake_ID","App_year","species_code","Pesticide_trade_name","start_date","end_date","treatment_size"
NA,"Chisago","North Center",13003200,2024,"EWM","Aquathol K",2024-04-24,2024-04-24,21.25
NA,"Chisago","Rush",13006901,2022,"CLP","Semera",2023-05-31,2023-05-31,37.95
NA,"Chisago","Rush",13006902,2023,"CLP","ProcellaCOR EC",2023-08-09,2023-08-09,6.05
NA,"Chisago","Rush",13006902,2023,"CLP","Semera",2023-05-31,2023-05-31,32.68
NA,"Chisago","Rush",13006902,2023,"EWM","ProcellaCOR EC",2023-08-09,2023-08-09,6.05
NA,"Chisago","Rush",13006902,2023,"EWM","Semera",2023-05-31,2023-05-31,32.68
NA,"Crow Wing","Bay",18003400,2020,"EWM","Diquat Herbicide",2020-06-22,2020-06-22,4.86
NA,"Crow Wing","Crow Wing",18015500,2021,"CLP","Aquathol K",2021-05-18,2021-05-18,16.4
NA,"Crow Wing","Crow Wing",18015500,2022,"CLP","Aquathol K",2023-05-15,2023-05-15,19.9
NA,"Crow Wing","Crow Wing",18015500,2024,"CLP","Aquathol K",2024-05-08,2024-05-08,24
NA,"Crow Wing","Mary",18018500,2024,"EWM","ProcellaCOR EC",2024-10-03,2024-10-03,1.2
NA,"Crow Wing","Mayo",18040800,2022,"CLP","Aquathol K",2023-05-23,2023-05-23,3.7
NA,"Crow Wing","Ruth",18021200,2024,"EWM","ProcellaCOR EC",2024-09-23,2024-09-23,8.9
NA,"Crow Wing","South Long",18013600,2022,"CLP","Aquathol K",2023-05-16,2023-05-16,41.93
NA,"Crow Wing","White Sand",18037900,2024,"EWM","ProcellaCOR EC",2024-07-19,2024-07-19,14
NA,"Douglas","Darling",21008000,2020,"CLP","Aquathol K",2020-05-13,2020-05-13,5
NA,"Douglas","Mary",21009200,2024,"CLP","Aquathol K",2024-05-14,2024-05-14,32
NA,"Hennepin","Hadley",27010900,2023,"CLP","Sonar A.S.",2023-04-25,2024-04-03,74
NA,"Hennepin","Minnetonka",27013300,2024,"FR","Tribune",2024-08-20,2025-06-23,37.86
NA,"Hennepin","Minnetonka",27013312,2024,"CLP","Tribune",2024-05-28,2024-05-28,16.68
NA,"Hennepin","Minnetonka",27013312,2024,"EWM","Tribune",2024-05-28,2024-05-28,16.68
NA,"Hennepin","Minnetonka",27013314,2023,"CLP","Tribune",2024-04-30,2024-04-30,42.5
NA,"Hennepin","Minnetonka",27013314,2023,"EWM","Tribune",2024-04-30,2024-04-30,42.5
NA,"Hennepin","Mitchell",27007000,2024,"CLP","FlumigardSC",2024-05-01,2024-05-01,13.9
NA,"Hennepin","Sarah",27019101,2023,"CLP","Tribune",2023-06-23,2024-05-08,22.9
NA,"Hennepin","Sarah",27019101,2023,"EWM","Tribune",2023-06-23,2024-05-08,22.9
NA,"Hennepin","Schmidt",27010200,2022,"EWM","Sonar A.S.",2022-08-30,NA,0
NA,"Hennepin","Twin",27004203,2021,"CLP","Aquathol K",2021-05-10,2021-05-10,11.84
NA,"Hennepin","Weaver",27011700,2022,"CLP","Semera",2023-05-31,2023-05-31,8.77
NA,"Isanti","Fannie",30004300,2021,"EWM","Aquathol K",2021-05-07,2021-05-07,27.9
NA,"Isanti","Fannie",30004300,2022,"CLP","Aquathol K",2023-05-26,2023-05-26,12.28
NA,"Isanti","Fannie",30004300,2022,"CLP","Tribune",2022-08-18,2022-08-18,6.6
NA,"Isanti","Fannie",30004300,2022,"EWM","Aquathol K",2023-05-26,2023-05-26,12.28
NA,"Isanti","Fannie",30004300,2022,"EWM","Tribune",2022-08-18,2022-08-18,6.6
NA,"Isanti","Florence",30003500,2021,"CLP","Dibrox",2021-05-06,2021-05-06,15.6
NA,"Isanti","Florence",30003500,2022,"CLP","Tribune",2023-05-22,2023-05-22,0
NA,"Isanti","Francis",30008000,2021,"CLP","Aquathol K",2021-05-05,2021-05-05,13.02
NA,"Isanti","Francis",30008000,2022,"CLP","Aquathol K",2023-05-15,2023-05-15,39.7
NA,"Isanti","Skogman",30002200,2024,"CLP","Dibrox",2024-04-29,2024-04-29,10
NA,"Isanti","Skogman",30002200,2024,"EWM","Dibrox",2024-04-29,2024-04-29,10
NA,"Kanabec","Knife",33002800,2022,"CLP","Aquathol K",2023-05-23,2023-05-23,50.3
NA,"Le Sueur","Frances",40005700,2021,"EWM","ProcellaCOR",2021-08-25,2021-08-25,3.08
NA,"Le Sueur","Jefferson",40009204,2022,"CLP","Aquathol K",2023-05-09,2023-05-09,18.69
NA,"Le Sueur","Tetonka",40003100,2024,"CLP","FlumigardSC",2024-05-09,2024-05-09,60
NA,"Le Sueur","Tetonka",40003100,2024,"EWM","FlumigardSC",2024-05-09,2024-05-09,60
NA,"Le Sueur","Upper Sakatah",40000200,2022,"CLP","Aquathol K",2023-05-21,2023-05-21,19.1
NA,"Lincoln","Benton",41004300,2020,"CLP","Sonar A.S.",2020-04-23,2020-04-23,1034
NA,"McLeod","Winsted",43001200,2022,"CLP","Aquathol K",2022-05-10,2022-05-10,12.8
NA,"Meeker","Erie",47006400,2022,"EWM","ProcellaCOR EC",2023-06-29,2023-06-29,6.7
NA,"Meeker","Minnie-Belle",47011900,2021,"CLP","ProcellaCOR",2021-07-13,2021-07-13,19
NA,"Meeker","Minnie-Belle",47011900,2021,"EWM","ProcellaCOR",2021-07-13,2021-07-13,19
NA,"Morrison","Long",49001500,2022,"CLP","Semera",2023-05-15,2023-05-15,2.5
NA,"Morrison","Long",49001500,2024,"CLP","FlumigardSC",2024-04-29,2025-05-06,2.8
NA,"Morrison","Pierz",49002400,2024,"CLP","Semera",2024-04-29,2024-04-29,7.3
NA,"Otter Tail","Lida",56074702,2021,"CLP","Aquathol K",2021-06-03,2021-06-03,13
NA,"Otter Tail","Long",56078400,2024,"CLP","Aquathol K",2024-05-05,2024-05-05,3.1
NA,"Otter Tail","Long",56078400,2024,"CLP","Propeller",2024-05-05,2024-05-05,3.4
NA,"Pine","Sand",58008100,2022,"EWM","ProcellaCOR EC",2023-06-21,2023-06-21,8.88
NA,"Pine","Sand",58008100,2024,"EWM","ProcellaCOR EC",2024-09-18,2024-09-18,2.04
NA,"Pine","Sturgeon",58006700,2022,"EWM","ProcellaCOR EC",2023-06-21,2023-06-21,14.7
NA,"Polk","Union",60021700,2024,"EWM","Platoon",2024-09-11,2024-09-11,163.35
NA,"Pope","Minnewaska",61013000,2024,"EWM","2,4-D Amine",2024-07-17,2024-07-17,6.3
NA,"Pope","Minnewaska",61013000,2024,"EWM","Cutrine-Plus",2024-07-15,2024-07-15,1.7
NA,"Pope","Minnewaska",61013000,2024,"EWM","ProcellaCOR EC",2024-07-17,2024-07-17,2.1
NA,"Pope","Minnewaska",61013000,2024,"SSW","2,4-D Amine",2024-07-17,2024-07-17,6.3
NA,"Pope","Minnewaska",61013000,2024,"SSW","Cutrine-Plus",2024-07-15,2024-07-15,1.7
NA,"Pope","Minnewaska",61013000,2024,"SSW","ProcellaCOR EC",2024-07-17,2024-07-17,2.1
NA,"Ramsey","Josephine",62005700,2020,"CLP","Sonar A.S.",2020-04-30,2020-07-24,351
NA,"Ramsey","Keller",62001002,2022,"CLP","Tribune",2023-06-06,2023-06-06,5.9
NA,"Ramsey","Kohlman",62000600,2022,"CLP","Tribune",2023-06-06,2023-06-06,8
NA,"Ramsey","Silver",62008300,2022,"CLP","Dibrox",2023-06-21,2023-06-21,9.42
NA,"Renville","Preston",65000200,2024,"CLP","Flumigard",2024-05-13,2024-05-13,31.9
NA,"Renville","Preston",65000200,2024,"EWM","Flumigard",2024-05-13,2024-05-13,31.9
NA,"Rice","Cedar",66005200,2020,"CLP","Aquathol K",2020-05-11,2020-05-12,18.8
NA,"Rice","Circle",66002700,2022,"CLP","FlumigardSC",2023-05-16,2023-05-16,29.2
NA,"Rice","Circle",66002700,2022,"EWM","FlumigardSC",2023-05-16,2023-05-16,29.2
NA,"Rice","French",66003800,2022,"CLP","ProcellaCOR",2023-06-22,2023-06-22,11
NA,"Rice","French",66003800,2022,"EWM","ProcellaCOR",2023-06-22,2023-06-22,11
NA,"Scott","Cedar",70009100,2022,"CLP","Sonar A.S.",2023-06-07,NA,793
NA,"Scott","Cleary",70002200,2021,"CLP","Sonar A.S.",2021-04-28,2021-04-28,145
NA,"Scott","Cleary",70002200,2022,"CLP","Sonar A.S.",2022-05-11,2022-05-11,144.75
NA,"Scott","Lower Prior",70002600,2022,"CLP","Tribune",2023-06-19,2023-06-19,18.41
NA,"Scott","Lower Prior",70002600,2022,"EWM","Tribune",2023-06-19,2023-06-19,18.41
NA,"Scott","O'Dowd",70009500,2024,"CLP","FlumigardSC",2024-05-15,2024-05-15,40.43
NA,"Scott","Spring",70005400,2024,"CLP","Tribune",2025-04-30,2025-04-30,16.87
NA,"Scott","Spring",70005400,2024,"EWM","Tribune",2025-04-30,2025-04-30,16.87
NA,"Sherburne","Eagle",71006700,2020,"CLP","Aquathol K",2020-05-16,2020-05-16,33.5
NA,"Sherburne","Rush",71014700,2023,"CLP","Aquathol K",2023-05-23,2023-05-23,12.7
NA,"Sherburne","Rush",71014700,2024,"CLP","FlumigardSC",2025-04-30,2025-04-30,22.5
NA,"Stearns","North Brown's",73014700,2024,"CLP","Semera",2024-04-24,2024-04-24,18
NA,"Stearns","Rice",73019600,2024,"CLP","FlumigardSC",2024-04-30,2024-04-30,15.6
NA,"Stearns","Sauk River",73072300,2023,"FR","Tribune",2024-09-19,2024-09-19,0
NA,"Stearns","Two Rivers",73013800,2022,"CLP","Tribune",2023-05-23,2023-05-23,13.9
NA,"Waseca","Clear",81001401,2020,"CLP","Aquathol K",2020-05-06,2020-05-06,3.3
NA,"Waseca","Clear",81001401,2025,"CLP","Aquathol K",2025-05-05,2025-05-05,38
NA,"Washington","Colby",82009400,2022,"CLP","Sonar A.S.",2023-04-25,2023-04-25,70.94
NA,"Washington","Colby",82009400,2022,"EWM","Sonar A.S.",2023-04-25,2023-04-25,70.94
NA,"Washington","La",82009700,2023,"CLP","Sonar A.S.",2023-11-02,2024-04-02,90
NA,"Washington","Shields",82016200,2022,"CLP","Tribune",2023-05-22,2023-05-22,3.07
NA,"Wright","Beebe",86002300,2020,"CLP","Aquathol K",2020-05-15,2020-05-15,14.5
NA,"Wright","Cedar",86022700,2022,"CLP","Tribune",2023-05-17,2023-05-17,4.1
NA,"Wright","Cedar",86022700,2022,"EWM","Tribune",2023-05-17,2023-05-17,4.1
NA,"Wright","Clearwater",86025200,2021,"EWM","Aquathol K",2021-05-12,2021-05-12,7.77
NA,"Wright","Granite",86021700,2023,"EWM","Habitat",2024-06-21,2024-06-21,0.77
NA,"Wright","Granite",86021700,2023,"EWM","ProcellaCOR EC",2024-06-21,2024-06-21,3.86
NA,"Wright","Granite",86021700,2023,"FR","Habitat",2024-06-21,2024-06-21,0.77
NA,"Wright","Granite",86021700,2023,"FR","ProcellaCOR EC",2024-06-21,2024-06-21,3.86
NA,"Wright","Louisa",86028200,2024,"CLP","FlumigardSC",2024-04-24,2024-04-24,15
NA,"Wright","Louisa",86028200,2024,"EWM","FlumigardSC",2024-04-24,2024-04-24,15
NA,"Wright","Pleasant",86025100,2023,"CLP","Mizzen",2023-07-21,2023-07-21,1
NA,"Wright","Pleasant",86025100,2023,"EWM","Mizzen",2023-07-21,2023-07-21,1
NA,"Wright","Pleasant",86025100,2023,"SSW","Mizzen",2023-07-21,2023-07-21,1
NA,"Wright","Silver",86014000,2024,"EWM","Weedar 64",2024-09-25,2024-09-25,4.63
NA,"Wright","Sugar",86023300,2024,"CLP","Aquathol K",2024-04-29,2024-04-29,6
NA,"Wright","Sugar",86023300,2024,"EWM","Aquathol K",2024-04-29,2024-04-29,6
NA,"Wright","Wilhelm",86002000,2022,"CLP","Aquathol K",2023-05-10,2023-05-10,10.64
NA,"Wright","Wilhelm",86002000,2024,"CLP","Aquathol K",2024-04-14,2024-04-14,10.61
