Permit_number,County_name,Lake_parent_name,k_Lake_ID,App_year,species_code,Pesticide_trade_name,start_date,end_date,treatment_size,LAKE_NAME,LakeAreaAcres,Percentage_15ft_LittoralZone,15ft_LittoralZone_Acres,ObservedLittoralZone_Acres,Percentage_ObservedLittoralZone,Depth_ObservedLittoralZone,TreatmentSize_PercentofLake,TreatmentSize_PercentofLittoral
2018-1041,Hennepin,Minnetonka,27013300,2020,EWM,ProcellaCOR EC,7/15/2020,7/15/2020,6.65,Minnetonka,6032.044,36.61,6032.04,6032.04,36.61,15,0.110244554,0.110244627
2018-1044,Chisago,West Rush,13006902,2021,CLP,Aquathol K,5/5/2021,5/5/2021,24.69,West Rush,902.792,54.96,902.79,692,42.13,10,2.734849223,3.567919075
2018-1045,Chisago,East Rush,13006901,2021,CLP,Aquathol K,5/5/2021,5/5/2021,24.53,East Rush,1136.436,76.56,1136.44,722.01,48.64,8,2.158502547,3.397459869
2018-1045,Chisago,East Rush,13006901,2023,CLP,Semera,5/31/2023,5/31/2023,37.95,East Rush,1136.436,76.56,1136.44,722.01,48.64,8,3.339387348,5.256159887
2018-1045,Chisago,Rush,13006901,2020,CLP,Aquathol K,5/12/2020,5/12/2020,39.58,East Rush,1136.436,76.56,1136.44,722.01,48.64,8,3.482818214,5.481918533
2018-1087,Becker,Upper Cormorant,3058800,2021,CLP,Aquathol K,5/28/2021,5/28/2021,30,Upper Cormorant,522.844,55.51,522.84,894.77,95,22,5.737849148,3.352816925
2018-1097,Stearns,Big Watab,73010200,2021,CLP,Aquathol K,5/6/2021,5/6/2021,1,Big Watab,57.184,23.29,57.18,86.83,35.36,28,1.748740907,1.151675688
2018-1132,Chisago,Chisago,13001200,2022,CLP,Aquathol K,5/23/2022,5/23/2022,11,Chisago,943.96,73.57,694.5,73.57,694.5,15,1.165303615,14.95174664
2018-1159,Kanabec,Fish,33003600,2020,CLP,Aquathol K,5/27/2020,5/27/2020,16,Fish,505.758,99.78,505.76,234.78,46.32,3.2,3.163568347,6.814890536
2018-1159,Kanabec,Fish,33003600,2021,CLP,Aquathol K,5/12/2021,5/12/2021,23,Fish,505.758,99.78,505.76,234.78,46.32,3.2,4.547629499,9.796405145
2018-1159,Kanabec,Fish,33003600,2023,CLP,Aquathol K,5/21/2023,5/21/2023,17.2,Fish,505.758,99.78,505.76,234.78,46.32,3.2,3.400835973,7.326007326
2018-1159,Kanabec,Fish,33003600,2024,CLP,Aquathol K,5/5/2024,5/5/2024,16,Fish,505.758,99.78,505.76,234.78,46.32,3.2,3.163568347,6.814890536
2018-1228,Sherburne,Eagle,71006700,2020,CLP,Aquathol K,5/16/2020,5/16/2020,46.5,Eagle,319.487,70.24,319.49,158.06,34.75,7,14.55458282,29.4192079
2018-1380,Wright,Beebe,86002300,2022,EWM,Tribune,7/16/2022,7/16/2022,3.7,Beebe,179.487,58.99,179.49,162.18,53.3,12,2.061430633,2.281415711
2018-1459,Chisago,Goose,13008300,2023,EWM,"2,4-D Amine",7/6/2023,7/7/2023,51.1,Goose,731.77,50.56,370,50.56,370,15,6.98306845,101.068038
2018-1459,Chisago,Goose,13008300,2025,EWM,Weedar 64,7/10/2025,7/10/2025,51.1,Goose,731.77,50.56,370,50.56,370,15,6.98306845,101.068038
2018-1459,Chisago,Goose,13008302,2024,EWM,"2,4-D Amine",7/8/2024,7/8/2024,51.1,Goose (South Bay),210.628,47.08,210.63,210.63,47.08,15,24.26078204,24.26055168
2018-1512,Hennepin,Weaver,27011700,2020,CLP,Tribune,5/19/2020,5/19/2020,9.9,Weaver,73.243,48.16,73.24,66.34,43.62,11,13.51665006,14.9231233
2018-1512,Hennepin,Weaver,27011700,2022,CLP,Aquathol K,6/1/2022,6/1/2022,10.1,Weaver,73.243,48.16,73.24,66.34,43.62,11,13.78971369,15.22460054
2018-1664,Wright,West Sylvia,86027900,2020,CLP,Aquathol K,5/19/2020,5/19/2020,1.3,West Lake Sylvia,297.099,32.85,297.1,401.98,44.45,25,0.437564583,0.323399174
2018-1664,Wright,West Sylvia,86027900,2023,CLP,Aquathol K,5/26/2023,5/26/2023,3.57,West Lake Sylvia,297.099,32.85,297.1,401.98,44.45,25,1.201619662,0.888103886
2018-1864,Becker,Muskrat,3036000,2021,CLP,Tribune,5/26/2021,5/26/2021,8.9,Muskrat,64.175,95.61,64.18,64.18,95.61,15,13.86832879,13.86724836
2018-2165,Wright,West Sylvia,86027900,2023,EWM,Platoon,8/25/2023,8/25/2023,1.79,West Lake Sylvia,297.099,32.85,297.1,401.98,44.45,25,0.602492772,0.445295786
2018-2174,Wright,Maple,86013400,2020,EWM,ProcellaCOR EC,6/23/2020,6/23/2020,23.5,Maple,NA,NA,NA,NA,NA,NA,NA,NA
2018-2174,Wright,Maple,86013400,2021,EWM,ProcellaCOR EC,7/20/2021,7/20/2021,38.9,Maple,NA,NA,NA,NA,NA,NA,NA,NA
2018-2398,Cass,Townline,NA,2022,EWM,NA,8/25/2022,8/25/2022,1,Teal,NA,NA,NA,NA,NA,NA,NA,NA
2018-2398,Cass,Townline,NA,2022,EWM,NA,8/25/2022,8/25/2022,1,Townline,NA,NA,NA,NA,NA,NA,NA,NA
2018-2661,Morrison,Shamineau,49012700,2021,EWM,ProcellaCOR,9/22/2021,9/22/2021,14,Shamineau,630.542,43.23,630.54,717.49,49.19,18,2.220312049,1.951246707
2018-2938,Wright,Granite,86021700,2020,FR,Cide-Kick 2.5 Gal,7/9/2020,7/9/2020,0.1,Granite,118.179,33.47,118.18,87.98,24.92,11,0.084617402,0.113662196
2018-3528,Anoka,Crooked,2008400,2021,EWM,ProcellaCOR,9/27/2021,9/27/2021,11.3,Crooked,84.017,73.1,84.02,73.19,63.68,12,13.449659,15.43926766
2018-3528,Anoka,Crooked,2008400,2024,EWM,Sonar A.S.,4/11/2024,5/22/2024,230,Crooked,84.017,73.1,84.02,73.19,63.68,12,273.7541212,314.2505807
2019-0017,Crow Wing,Emily,18020300,2020,EWM,ProcellaCOR EC,10/2/2020,10/2/2020,11.3,Emily,720.621,99.85,720.62,720.62,99.85,15,1.568091965,1.568094141
2019-0018,Crow Wing,Mary,18018500,2020,EWM,ProcellaCOR,10/2/2020,10/2/2020,4.3,Mary,139.415,34.94,139.41,99.9,25.03,10,3.084316609,4.304304304
2019-0027,Le Sueur,Washington,40011700,2020,CLP,Aquathol K,5/6/2020,5/6/2020,80.7,Washington,1131.369,74.46,1131.37,1003.31,66.03,12,7.132951318,8.043376424
2019-0027,Le Sueur,Washington,40011700,2021,CLP,Aquathol K,5/11/2021,5/11/2021,80.7,Washington,1131.369,74.46,1131.37,1003.31,66.03,12,7.132951318,8.043376424
2019-0039,Kandiyohi,Henderson,34011600,2020,EWM,ProcellaCOR EC,7/10/2020,7/10/2020,3.1,Henderson,31.489,41.81,31.49,38,50.45,19,9.844707676,8.157894737
2019-0258,Otter Tail,Lida,56074702,2022,CLP,Aquathol K,6/2/2022,6/2/2022,5.5,South Lida,321.033,41.37,321.03,371.44,47.87,17,1.713219513,1.48072367
2019-0258,Otter Tail,South Lida,56074702,2020,CLP,Aquathol K,5/26/2020,5/26/2020,17.5,South Lida,321.033,41.37,321.03,371.44,47.87,17,5.451152997,4.711393496
2019-0258,Otter Tail,South Lida,56074702,2021,CLP,Aquathol K,6/3/2021,6/3/2021,13,South Lida,321.033,41.37,321.03,371.44,47.87,17,4.04942794,3.499892311
2019-0258,Otter Tail,South Lida,56074702,2025,CLP,FlumigardSC,5/22/2025,5/22/2025,22.4,South Lida,321.033,41.37,321.03,371.44,47.87,17,6.977475836,6.030583674
2019-0627,Morrison,Crookneck,49013300,2020,EWM,ProcellaCOR EC,10/8/2020,10/8/2020,0.86,Crookneck,144.835,79.12,144.83,144.83,79.12,15,0.593779128,0.593799627
2019-0880,Scott,Cleary,70002200,2020,CLP,Sonar A.S.,4/14/2020,5/6/2020,290,Cleary,144.743,99.02,144.74,130.59,89.34,7,200.3551122,222.0690711
2019-0880,Scott,Cleary,70002200,2021,CLP,Sonar A.S.,4/7/2021,4/7/2021,145,Cleary,144.743,99.02,144.74,130.59,89.34,7,100.1775561,111.0345356
2019-0880,Scott,Cleary,70002200,2022,CLP,Sonar A.S.,4/20/2022,4/20/2022,145,Cleary,144.743,99.02,144.74,130.59,89.34,7,100.1775561,111.0345356
2019-1039,Otter Tail,Long,56078400,2021,CLP,Tribune,5/26/2021,5/26/2021,6,Long,287.04,37.89,287.04,287.04,37.89,15,2.090301003,2.090301003
2019-1061,Scott,Upper Prior,70007200,2022,CLP,Tribune,5/19/2022,5/19/2022,7.28,Upper Prior,310.512,81.32,310.51,310.51,81.32,15,2.344514866,2.344529967
2019-1068,Morrison,Green Prairie Fish,49003500,2024,CLP,Aquathol K,4/30/2024,4/30/2024,5.5,Green Prairie Fish,92.988,50.96,92.99,62.61,34.31,10,5.914741687,8.784539211
2019-1068,Morrison,Green Prairie Fish,49003500,2025,CLP,FlumigardSC,5/8/2025,5/8/2025,5.81,Green Prairie Fish,92.988,50.96,92.99,62.61,34.31,10,6.248118037,9.279667785
2019-1137,Dakota,Rogers,19008000,2021,CLP,Tribune,5/25/2021,5/25/2021,14,Rogers,102.338,100,102.34,102.34,100,15,13.68015791,13.67989056
2019-1303,Washington,Shields,82016200,2020,CLP,Aquathol K,5/22/2020,5/22/2020,3.54,Shields,25.527,86.44,25.53,20.19,68.35,9,13.86766953,17.53343239
2019-1303,Washington,Shields,82016200,2021,CLP,Aquathol K,5/26/2021,5/26/2021,3.18,Shields,25.527,86.44,25.53,20.19,68.35,9,12.45739805,15.75037147
2019-1303,Washington,Shields,82016200,2022,CLP,Aquathol K,5/27/2022,5/27/2022,3.27,Shields,25.527,86.44,25.53,20.19,68.35,9,12.80996592,16.1961367
2019-1328,Washington,Long,82011800,2020,EWM,ProcellaCOR EC,5/21/2020,5/21/2020,8.32,Long,35.936,56.9,35.94,13.92,22.04,7,23.1522707,59.77011494
2019-1460,Chisago,Moody,13002300,2020,CLP,Aquathol K,5/22/2020,5/22/2020,3.11,Moody,45.33,48.53,22,48.53,22,15,6.860798588,6.408407171
2019-1554,Ramsey,Josephine,62005700,2022,CLP,Galleon SC,5/24/2022,5/24/2022,10,Josephine,78.88,69.36,78.88,75.84,66.68,14,12.67748479,13.18565401
2019-1554,Ramsey,Josephine,62005700,2024,CLP,Flumigard SC,4/15/2024,4/15/2024,8.15,Josephine,78.88,69.36,78.88,75.84,66.68,14,10.3321501,10.74630802
2019-1617,Hennepin,Minnetonka,27013300,2020,CLP,Tribune,5/15/2020,5/15/2020,18.9,Minnetonka,6032.044,36.61,6032.04,6032.04,36.61,15,0.313326627,0.313326835
2019-1617,Hennepin,Minnetonka,27013300,2020,EWM,Kammo Plus,7/10/2020,7/10/2020,3.49,Minnetonka,6032.044,36.61,6032.04,6032.04,36.61,15,0.057857668,0.057857707
2019-1617,Hennepin,Minnetonka,27013300,2025,CLP,Tribune,5/6/2025,5/6/2025,45.9,Minnetonka,6032.044,36.61,6032.04,6032.04,36.61,15,0.760936094,0.760936599
2019-1846,Becker,Curfman,3036300,2021,CLP,Aquathol K,5/26/2021,5/26/2021,7.9,Curfman,120.91,70.3,85,70.3,85,15,6.53378546,11.23755334
2019-1846,Becker,Curfman,3036300,2022,CLP,Aquathol K,6/3/2022,6/3/2022,7.2,Curfman,120.91,70.3,85,70.3,85,15,5.954842445,10.24182077
2019-2082,Chisago,Comfort,13005300,2022,EWM,Sonar A.S.,6/22/2022,7/28/2022,436,Comfort,88.031,40.41,88.03,53.41,24.52,7,495.2800718,816.3265306
2019-2135,Crow Wing,Upper South Long,18009600,2020,CLP,Aquathol K,5/26/2020,5/26/2020,4.7,Upper South Long,292.083,36.72,292.08,243.28,30.59,12,1.609131651,1.931930286
2019-2135,Crow Wing,Upper South Long,18009600,2020,EWM,Aquathol K,7/22/2020,7/22/2020,8.3,Upper South Long,292.083,36.72,292.08,243.28,30.59,12,2.841658022,3.411706675
2019-2135,Crow Wing,Upper South Long,18009600,2022,EWM,ProcellaCOR EC,10/4/2022,10/4/2022,1.9,Upper South Long,292.083,36.72,292.08,243.28,30.59,12,0.650500029,0.780993094
2019-2394,Wright,Waverly,86011400,2020,EWM,"2,4-D Amine",8/4/2020,8/4/2020,9.9,Waverly,146.751,30.05,146.75,107.78,22.07,9,6.74612098,9.185377621
2019-2394,Wright,Waverly,86011400,2021,EWM,Platoon,8/13/2021,8/13/2021,13.2,Waverly,146.751,30.05,146.75,107.78,22.07,9,8.994827974,12.24717016
2019-2512,Meeker,Erie,47006400,2022,EWM,ProcellaCOR EC,7/27/2022,7/27/2022,10,Erie,115.681,60.09,115.68,95.06,49.38,11.5,8.644461925,10.51967179
2019-3016,Isanti,Francis,30008000,2021,EWM,ProcellaCOR EC,8/25/2021,8/25/2021,3.08,Francis,270.419,99.85,270.42,24.52,9.05,2,1.138973223,12.56117455
2019-3016,Le Sueur,Frances,40005700,2023,EWM,"2,4-D Amine",8/24/2023,8/24/2023,11,Frances,568.074,65.11,568.07,484.78,55.56,12,1.936367445,2.269070506
2019-3106,Crow Wing,White Sand,18037900,2022,EWM,ProcellaCOR EC,8/4/2022,8/4/2022,3.1,White Sand,282.539,68.92,282.54,282.54,68.92,15,1.097193662,1.097189778
2019-3248,Isanti,Fannie,30004300,2020,EWM,"2,4-D Amine",8/10/2020,8/10/2020,3.2,Fannie,268.229,77.31,268.23,227.86,65.68,10,1.19301045,1.404371105
2019-3431,Douglas,Darling,21008000,2020,CLP,Aquathol K,5/15/2020,5/15/2020,9,Darling,553.886,52.75,553.89,553.89,52.75,15,1.624883099,1.624871364
2019-3431,Douglas,Darling,21008000,2022,CLP,Tribune,6/3/2022,6/3/2022,26,Darling,553.886,52.75,553.89,553.89,52.75,15,4.69410673,4.69407283
2020-0043,Anoka,Coon,2004200,2020,CLP,Tribune,5/13/2020,5/13/2020,29.11,Coon,1331.965,89.92,1331.96,1283.59,86.66,12,2.185492862,2.267858117
2020-0043,Anoka,Coon,2004200,2021,CLP,Tribune,5/5/2021,5/5/2021,26.2,Coon,1331.965,89.92,1331.96,1283.59,86.66,12,1.967018653,2.041150212
2020-0108,Meeker,Jennie,47001500,2020,CLP,Aquathol K,6/2/2020,6/2/2020,18,Jennie,1064.033,100,1064.03,440.02,41.35,8,1.691676856,4.090723149
2020-0120,Stearns,Knaus,73008600,2024,CLP,Schooner 51.0% WDG,4/30/2024,4/30/2024,11,Knaus,209.7,96.82,209.7,209.7,96.82,15,5.245588937,5.245588937
2020-0139,Crow Wing,Lower Cullen,18040300,2020,CLP,Aquathol K,5/19/2020,5/19/2020,22.05,Lower Cullen,201.248,35.94,201.25,236.16,42.17,17,10.95663062,9.336890244
2020-0139,Crow Wing,Lower Cullen,18040300,2025,CLP,FlumigardSC,5/14/2025,5/14/2025,8.6,Lower Cullen,201.248,35.94,201.25,236.16,42.17,17,4.273334393,3.641598916
2020-0140,Crow Wing,Middle Cullen,18015500,2020,CLP,Aquathol K,5/26/2020,5/26/2020,5.5,Crow Wing,202.023,54.14,202.02,152.86,40.97,12,2.722462294,3.598063588
2020-0140,Crow Wing,Middle Cullen,18037700,2020,CLP,Aquathol K,5/18/2020,5/19/2020,9.37,Middle Cullen,137.492,34.66,137.49,137.49,34.66,15,6.81494196,6.815041094
2020-0140,Crow Wing,Middle Cullen,18037700,2020,CLP,Aquathol Super K,5/19/2020,5/19/2020,3.8,Middle Cullen,137.492,34.66,137.49,137.49,34.66,15,2.763797166,2.76383737
2020-0140,Crow Wing,Middle Cullen,18037700,2021,CLP,Aquathol K,5/19/2021,5/19/2021,5.5,Middle Cullen,137.492,34.66,137.49,137.49,34.66,15,4.000232741,4.00029093
2020-0140,Crow Wing,Middle Cullen,18037700,2025,CLP,FlumigardSC,5/14/2025,5/14/2025,3.6,Middle Cullen,137.492,34.66,137.49,137.49,34.66,15,2.618334158,2.618372245
2020-0141,Crow Wing,Upper Cullen,18037600,2020,CLP,Aquathol K,5/18/2020,5/18/2020,10.81,Upper Cullen,232.78,53.57,232.78,212.02,48.79,13,4.643869748,5.098575606
2020-0141,Crow Wing,Upper Cullen,18037600,2021,CLP,Aquathol K,5/19/2021,5/19/2021,7.7,Upper Cullen,232.78,53.57,232.78,212.02,48.79,13,3.307844317,3.631732855
2020-0141,Crow Wing,Upper Cullen,18037600,2022,CLP,Aquathol K,5/26/2022,5/26/2022,12.8,Upper Cullen,232.78,53.57,232.78,212.02,48.79,13,5.498754189,6.037166305
2020-0141,Crow Wing,Upper Cullen,18037600,2025,CLP,FlumigardSC,5/14/2025,5/14/2025,8.6,Upper Cullen,232.78,53.57,232.78,212.02,48.79,13,3.69447547,4.056221111
2020-0145,Ramsey,Keller,62001002,2022,CLP,Tribune,6/7/2022,10/26/2022,11.9,Keller (main bay),73.316,95.55,73.32,73.32,95.55,15,16.23110917,16.23022368
2020-0147,Ramsey,Gervais,62000700,2022,CLP,Tribune,6/7/2022,6/7/2022,5.8,Gervais,94.423,40.18,94.42,63.87,27.18,7,6.142571196,9.080945671
2020-0148,Ramsey,Kohlman,62000600,2022,CLP,Tribune,6/7/2022,10/26/2022,15.9,Kohlman,82.899,100,82.9,44.19,53.3,4,19.17996598,35.98099117
2020-0172,Wright,Clearwater,86025200,2020,CLP,Aquathol K,5/15/2020,5/15/2020,27.3,Clearwater,3186.88,50.07,1595.6,50.07,1595.6,15,0.856637213,54.52366687
2020-0172,Wright,Clearwater,86025200,2021,CLP,Aquathol K,5/12/2021,5/12/2021,23.51,Clearwater,3186.88,50.07,1595.6,50.07,1595.6,15,0.73771212,46.95426403
2020-0177,Crow Wing,Clearwater,18003800,2020,EWM,ProcellaCOR EC,10/7/2020,10/7/2020,36.4,Clearwater,338.342,37.29,338.34,338.34,37.29,15,10.75834511,10.7584087
2020-0177,Crow Wing,Clearwater,18003800,2021,EWM,ProcellaCOR EC,9/30/2021,9/30/2021,0.54,Clearwater,338.342,37.29,338.34,338.34,37.29,15,0.159601823,0.159602766
2020-0181,Anoka,Rice,2000800,2020,CLP,Dibrox,5/19/2020,5/19/2020,23,Rice,371.217,100,371.22,371.22,100,15,6.195836936,6.195786865
2020-0181,Anoka,Rice,2000800,2021,CLP,Dibrox,5/10/2021,5/10/2021,23,Rice,371.217,100,371.22,371.22,100,15,6.195836936,6.195786865
2020-0181,Anoka,Rice,2000800,2022,CLP,Tribune,5/27/2022,5/27/2022,28.7,Rice,371.217,100,371.22,371.22,100,15,7.73132696,7.731264479
2020-0185,Crow Wing,South Long,18013600,2020,CLP,Aquathol K,5/21/2020,5/21/2020,7,South Long,451.446,34.79,451.45,312.38,24.07,10,1.550573047,2.24086049
2020-0185,Crow Wing,South Long,18013600,2021,CLP,Aquathol K,5/22/2021,5/22/2021,28,South Long,451.446,34.79,451.45,312.38,24.07,10,6.20229219,8.963441962
2020-0191,Anoka,Rice,2000800,2025,CLP,Diquat Herbicide,5/9/2025,5/9/2025,30,Rice,371.217,100,371.22,371.22,100,15,8.081526439,8.081461128
2020-0208,Itasca,McKinney,31037000,2020,EWM,"2,4-D Amine",9/18/2020,9/18/2020,10,McKinney,105.6,93.75,99,93.75,99,15,9.46969697,10.66666667
2020-0208,Itasca,McKinney,31037000,2022,EWM,Captain,9/12/2022,9/12/2022,14.63,McKinney,105.6,93.75,99,93.75,99,15,13.85416667,15.60533333
2020-0211,Hennepin,Minnetonka,27013300,2020,EWM,Kammo Plus,7/13/2020,7/13/2020,21.29,Minnetonka,6032.044,36.61,6032.04,6032.04,36.61,15,0.352948354,0.352948588
2020-0211,Hennepin,Minnetonka,27013300,2021,EWM,ProcellaCOR EC,6/26/2021,7/16/2021,12,Minnetonka,6032.044,36.61,6032.04,6032.04,36.61,15,0.198937541,0.198937673
2020-0211,Hennepin,Minnetonka,27013305,2022,EWM,ProcellaCOR EC,7/25/2022,7/25/2022,4,Minnetonka-Upper Lake,1699.304,37.59,1699.3,1699.3,37.59,15,0.235390489,0.235391043
2020-0212,Winona,Winona,85001100,2020,CLP,Aquathol K,5/27/2020,5/27/2020,11.85,Winona,308.43,90.13,278,90.13,278,15,3.842038712,13.14767558
2020-0903,Anoka,Centerville,2000600,2021,CLP,Tribune,5/12/2021,5/12/2021,40.64,Centerville,288.639,60.89,288.64,157.56,33.24,8,14.0798714,25.79334857
2020-0903,Anoka,Centerville,2000600,2022,CLP,Diquat Herbicide,5/17/2022,5/17/2022,40.76,Centerville,288.639,60.89,288.64,157.56,33.24,8,14.12144582,25.86951003
2020-0903,Anoka,Centerville,2000600,2022,CLP,Tribune,5/16/2023,5/16/2023,40.81,Centerville,288.639,60.89,288.64,157.56,33.24,8,14.1387685,25.90124397
2020-0903,Anoka,Centerville,2000600,2024,CLP,Diquat Herbicide,4/15/2024,4/15/2024,42.49,Centerville,288.639,60.89,288.64,157.56,33.24,8,14.72081042,26.96750444
2020-0924,Todd,Little Birch,77008900,2025,CLP,FlumigardSC,5/13/2025,5/13/2025,2.7,Little Birch,271.937,32.44,271.94,265.51,31.68,14,0.992877027,1.016910851
2020-1556,Carver,Oak,10009300,2021,EWM,Tribune,5/13/2021,5/13/2021,24.9,Oak,360.466,98.03,360.47,180.39,49.05,4,6.907725,13.80342591
2020-1556,Carver,Oak,10009300,2025,EWM,Sonar A.S.,4/16/2025,5/8/2025,740,Oak,360.466,98.03,360.47,180.39,49.05,4,205.2898193,410.2222961
2020-2645,Stearns,Lower Spunk,73012300,2020,EWM,"2,4-D Amine",8/20/2020,8/20/2020,9.9,Lower Spunk,129.342,72.23,129.34,129.34,72.23,15,7.65412627,7.654244627
2020-2645,Stearns,Lower Spunk,73012300,2021,EWM,Platoon,8/9/2021,8/9/2021,5.18,Lower Spunk,129.342,72.23,129.34,129.34,72.23,15,4.004886271,4.004948199
2020-3342,Isanti,Florence,30003500,2021,CLP,Dibrox,5/6/2021,5/6/2021,15.6,Florence,120.203,88.59,120.2,120.2,88.59,15,12.97804547,12.97836938
2020-3342,Isanti,Florence,30003500,2022,CLP,Tribune,5/23/2022,5/23/2022,15,Florence,120.203,88.59,120.2,120.2,88.59,15,12.47888988,12.47920133
2020-3343,Isanti,Elms,30003600,2021,CLP,Dibrox,5/6/2021,5/6/2021,4.59,Elms,41.802,81.01,40.8,38.02,10,10,10.98033587,12.07259337
2020-3343,Isanti,Elms,30003600,2024,CLP,Diquat Herbicide,4/29/2024,4/29/2024,5,Elms,41.802,81.01,40.8,38.02,10,10,11.96115018,13.15097317
2021-0006,Douglas,Irene,21007600,2022,CLP,Galleon SC,5/24/2022,5/24/2022,164,Irene,240.379,37.68,240.38,240.38,37.68,15,68.22559375,68.22530993
2021-0081,Wright,Wilhelm,86002000,2022,CLP,Aquathol K,5/17/2022,5/17/2022,10.64,Wilhelm,106.728,98.34,106.73,106.73,98.34,15,9.969267671,9.969080858
2021-0100,Wright,Dean,86004100,2021,CLP,Aquathol K,4/28/2021,4/28/2021,9.6,Dean,126.941,72.22,126.94,39.76,22.62,5,7.562568437,24.14486922
2021-0100,Wright,Dean,86004100,2021,CLP,Tribune,5/2/2021,5/2/2021,6,Dean,126.941,72.22,126.94,39.76,22.62,5,4.726605273,15.09054326
2021-0311,Renville,Allie,65000600,2021,CLP,Aquathol K,5/5/2021,5/16/2023,12.162,Allie,509.119,100,509.12,509.12,100,15,2.388832473,2.388827781
2021-0312,Renville,Preston,65000200,2021,CLP,Aquathol K,5/5/2021,5/5/2021,13,Preston,660.847,99.49,660.85,82.04,12.35,4,1.967172432,15.84592882
2021-0312,Renville,Preston,65000200,2022,CLP,Aquathol K,5/23/2022,5/23/2022,8,Preston,660.847,99.49,660.85,82.04,12.35,4,1.21056765,9.751340809
2021-0371,Hennepin,Twin,27004203,2021,EWM,Captain,7/22/2021,7/22/2021,1.72,Lower Twin,26.604,81.12,26.6,26.6,81.12,15,6.465193204,6.466165414
2021-0388,Meeker,Minnie-Belle,47011900,2021,CLP,Aquathol K,5/11/2021,5/11/2021,3.5,Minnie-Belle,175.764,30.43,175.76,216.58,37.5,20,1.991306525,1.616031028
2021-0389,Meeker,Minnie-Belle,47011900,2022,EWM,ProcellaCOR EC,7/29/2022,7/29/2022,41.2,Minnie-Belle,175.764,30.43,175.76,216.58,37.5,20,23.44052252,19.02299381
2021-0413,Dakota,Byllesby,19000600,2022,CLP,Tribune,6/1/2022,6/1/2022,65.26,Byllesby,935.968,67.68,935.97,935.97,67.68,15,6.972460597,6.972445698
2021-0413,Dakota,Byllesby,19000600,2023,CLP,Tribune,5/31/2023,5/31/2023,30.23,Byllesby,935.968,67.68,935.97,935.97,67.68,15,3.229811276,3.229804374
2021-0413,Dakota,Byllesby,19000600,2025,CLP,FlumigardSC,5/30/2025,5/30/2025,29.06,Byllesby,935.968,67.68,935.97,935.97,67.68,15,3.104807002,3.104800368
2021-0430,Hennepin,Teal,NA,2021,CLP,Tribune,5/14/2021,5/14/2021,1.28,Teal,NA,NA,NA,NA,NA,NA,NA,NA
2021-0430,Hennepin,Teal,NA,2021,CLP,Tribune,5/14/2021,5/14/2021,1.28,Townline,NA,NA,NA,NA,NA,NA,NA,NA
2021-0437,Meeker,Jennie,47001500,2021,CLP,Diquat SPC 2 L,5/19/2021,5/19/2021,115,Jennie,1064.033,100,1064.03,440.02,41.35,8,10.80793547,26.13517567
2021-0451,Todd,Osakis,77021500,2021,CLP,Aquathol K,5/28/2021,5/28/2021,33.56,Osakis,3389.006,53.53,3389.01,2855.78,45.11,12,0.990260861,1.175160552
2021-0460,Sherburne,Elk,71014100,2022,EWM,ProcellaCOR,7/15/2022,NA,10.4,Elk,356.882,100,356.88,48.04,13.46,2,2.914128479,21.64862614
2021-0465,Ramsey,Johanna,62007800,2021,CLP,Tribune,5/12/2021,5/12/2021,12.3,Johanna,92.929,43.92,92.93,68.06,32.17,10,13.23591129,18.07228916
2021-0466,Stearns,Rice,73019600,2021,CLP,Aquathol K,5/13/2021,5/13/2021,2,Rice,832.554,57.23,832.55,787.7,54.15,13,0.240224658,0.25390377
2021-0466,Stearns,Rice,73019600,2021,CLP,Tribune,5/13/2021,5/13/2021,5.8,Rice,832.554,57.23,832.55,787.7,54.15,13,0.696651508,0.736320934
2021-0466,Stearns,Rice,73019600,2022,CLP,Aquathol K,5/23/2022,5/23/2022,16.4,Rice,832.554,57.23,832.55,787.7,54.15,13,1.969842196,2.082010918
2021-0483,Wright,Martha,86000900,2021,CLP,Aquathol K,4/28/2021,4/28/2021,8,Martha,71.046,75.75,71.05,57.66,61.48,9,11.26031022,13.87443635
2021-0483,Wright,Martha,86000900,2022,CLP,Aquathol K,5/11/2022,5/11/2022,10,Martha,71.046,75.75,71.05,57.66,61.48,9,14.07538778,17.34304544
2021-0484,Waseca,Clear,81001401,2021,EWM,"2,4-D Amine",6/22/2021,6/22/2021,56.8,Clear,563.674,86.89,563.67,215.16,33.16,8,10.07674649,26.39895891
2021-1320,Blue Earth,Ballantyne,7005400,2021,EWM,"2,4-D Amine",7/5/2021,7/5/2021,27.8,Ballantyne,328.587,88.06,328.59,294.31,78.88,9,8.460468613,9.445822432
2021-1772,Hennepin,Minnetonka,27013301,2021,CLP,Tribune,5/24/2021,5/24/2021,18.26,Minnetonka-Grays Bay,164.537,87.58,164.54,164.54,87.58,15,11.09780779,11.09760545
2021-1772,Hennepin,Minnetonka,27013301,2025,CLP,Tribune,5/13/2025,5/13/2025,27,Minnetonka-Grays Bay,164.537,87.58,164.54,164.54,87.58,15,16.40968293,16.40938374
2021-2453,Crow Wing,Crooked,18004100,2023,EWM,ProcellaCOR EC,10/10/2023,10/10/2023,1.8,Crooked,462.68,50.57,234,50.57,234,15,0.38903778,3.559422583
